enrollment_id,enrolled_at,status,student_id,course_id,semester_id
ENR-00000368,2022-09-27,completed,STU-0001400,CRS-00034,SEM-007
ENR-00000369,2023-02-26,failed,STU-0002252,CRS-00088,SEM-005
ENR-00000370,2025-07-25,active,STU-0001774,CRS-00283,SEM-005
ENR-00000371,2025-07-01,completed,STU-0003780,CRS-00178,SEM-001
ENR-00000372,2024-03-10,completed,STU-0003344,CRS-00232,SEM-004
ENR-00000373,2022-08-19,completed,STU-0003584,CRS-00112,SEM-008
ENR-00000374,2025-10-20,completed,STU-0004999,CRS-00142,SEM-001
ENR-00000375,2023-03-19,completed,STU-0004390,CRS-00127,SEM-005
ENR-00000376,2025-10-27,completed,STU-0002830,CRS-00013,SEM-006
ENR-00000377,2023-09-27,dropped,STU-0004425,CRS-00217,SEM-006
ENR-00000378,2023-04-11,completed,STU-0002211,CRS-00221,SEM-005
ENR-00000379,2025-06-16,failed,STU-0003986,CRS-00005,SEM-005
ENR-00000380,2024-03-14,dropped,STU-0002215,CRS-00094,SEM-008
ENR-00000381,2025-04-28,completed,STU-0000062,CRS-00298,SEM-002
ENR-00000382,2022-08-07,dropped,STU-0001150,CRS-00123,SEM-008
ENR-00000383,2023-04-05,active,STU-0002787,CRS-00290,SEM-006
ENR-00000384,2022-04-16,completed,STU-0000164,CRS-00073,SEM-001
ENR-00000385,2023-03-19,dropped,STU-0003790,CRS-00291,SEM-006
ENR-00000386,2024-09-26,failed,STU-0003941,CRS-00030,SEM-001
ENR-00000387,2023-07-23,completed,STU-0000976,CRS-00258,SEM-002
ENR-00000388,2023-07-17,failed,STU-0001207,CRS-00103,SEM-005
ENR-00000389,2025-04-27,active,STU-0000256,CRS-00223,SEM-003
ENR-00000390,2025-12-23,completed,STU-0001268,CRS-00279,SEM-008
ENR-00000391,2023-10-24,failed,STU-0003332,CRS-00239,SEM-005
ENR-00000392,2023-04-11,completed,STU-0004706,CRS-00249,SEM-004
ENR-00000393,2022-07-20,failed,STU-0000113,CRS-00113,SEM-001
ENR-00000394,2025-01-06,active,STU-0002707,CRS-00221,SEM-006
ENR-00000395,2024-05-05,active,STU-0001282,CRS-00007,SEM-004
ENR-00000396,2024-11-22,active,STU-0002808,CRS-00081,SEM-001
ENR-00000397,2022-11-19,completed,STU-0004426,CRS-00178,SEM-001
ENR-00000398,2023-07-05,completed,STU-0004221,CRS-00043,SEM-005
ENR-00000399,2022-01-22,completed,STU-0002721,CRS-00208,SEM-005
ENR-00000400,2025-03-11,active,STU-0000927,CRS-00013,SEM-003
ENR-00000401,2022-07-04,completed,STU-0000372,CRS-00254,SEM-008
ENR-00000402,2025-08-17,completed,STU-0002849,CRS-00081,SEM-005
ENR-00000403,2024-01-16,completed,STU-0001354,CRS-00212,SEM-005
ENR-00000404,2022-06-22,active,STU-0002039,CRS-00256,SEM-007
ENR-00000405,2025-09-20,completed,STU-0000815,CRS-00172,SEM-008
ENR-00000406,2022-01-11,completed,STU-0002612,CRS-00074,SEM-004
ENR-00000407,2022-02-06,completed,STU-0003263,CRS-00145,SEM-004
ENR-00000408,2024-03-29,completed,STU-0000858,CRS-00173,SEM-005
ENR-00000409,2022-07-13,active,STU-0000376,CRS-00097,SEM-007
ENR-00000410,2022-06-18,completed,STU-0003303,CRS-00300,SEM-003
ENR-00000411,2023-07-24,completed,STU-0001050,CRS-00130,SEM-002
ENR-00000412,2022-07-16,completed,STU-0003090,CRS-00267,SEM-002
ENR-00000413,2025-08-07,dropped,STU-0001829,CRS-00199,SEM-008
ENR-00000414,2023-06-05,completed,STU-0004159,CRS-00029,SEM-007
ENR-00000415,2023-09-02,completed,STU-0002060,CRS-00130,SEM-001
ENR-00000416,2023-07-20,completed,STU-0003297,CRS-00280,SEM-001
ENR-00000417,2024-10-26,active,STU-0004232,CRS-00018,SEM-005
ENR-00000418,2024-02-06,completed,STU-0003760,CRS-00256,SEM-008
ENR-00000419,2023-06-22,active,STU-0004688,CRS-00279,SEM-004
ENR-00000420,2023-08-25,completed,STU-0001785,CRS-00010,SEM-003
ENR-00000421,2024-06-19,completed,STU-0001075,CRS-00095,SEM-006
ENR-00000422,2023-02-11,failed,STU-0003744,CRS-00088,SEM-006
ENR-00000423,2023-10-27,completed,STU-0001084,CRS-00205,SEM-003
ENR-00000424,2025-08-21,active,STU-0004486,CRS-00034,SEM-002
ENR-00000425,2024-10-19,completed,STU-0002053,CRS-00117,SEM-007
ENR-00000426,2024-05-10,completed,STU-0003243,CRS-00019,SEM-008
ENR-00000427,2022-08-20,completed,STU-0003462,CRS-00220,SEM-001
ENR-00000428,2024-07-15,completed,STU-0002892,CRS-00036,SEM-006
ENR-00000429,2023-09-08,failed,STU-0002318,CRS-00101,SEM-003
ENR-00000430,2023-11-22,completed,STU-0003316,CRS-00272,SEM-002
ENR-00000431,2022-03-20,completed,STU-0003348,CRS-00032,SEM-005
ENR-00000432,2024-09-01,completed,STU-0002924,CRS-00224,SEM-004
ENR-00000433,2022-03-01,dropped,STU-0004096,CRS-00021,SEM-007
ENR-00000434,2025-01-31,completed,STU-0001990,CRS-00100,SEM-001
ENR-00000435,2022-03-07,completed,STU-0004608,CRS-00025,SEM-004
ENR-00000436,2022-09-21,failed,STU-0002019,CRS-00222,SEM-003
ENR-00000437,2023-12-06,failed,STU-0002520,CRS-00099,SEM-004
ENR-00000438,2025-03-24,completed,STU-0002185,CRS-00051,SEM-006
ENR-00000439,2023-09-06,failed,STU-0001449,CRS-00080,SEM-006
ENR-00000440,2025-09-11,completed,STU-0000559,CRS-00011,SEM-004
ENR-00000441,2025-05-25,completed,STU-0000558,CRS-00214,SEM-005
ENR-00000442,2022-06-19,completed,STU-0003080,CRS-00062,SEM-004
ENR-00000443,2022-08-30,completed,STU-0001091,CRS-00078,SEM-002
ENR-00000444,2024-03-24,dropped,STU-0002388,CRS-00129,SEM-006
ENR-00000445,2023-04-22,completed,STU-0004252,CRS-00033,SEM-001
ENR-00000446,2025-01-05,failed,STU-0002136,CRS-00105,SEM-002
ENR-00000447,2025-04-10,active,STU-0002421,CRS-00217,SEM-005
ENR-00000448,2023-06-18,active,STU-0000634,CRS-00058,SEM-007
ENR-00000449,2024-06-24,active,STU-0001350,CRS-00288,SEM-007
ENR-00000450,2025-06-13,failed,STU-0000860,CRS-00229,SEM-003
ENR-00000451,2024-01-16,active,STU-0004296,CRS-00019,SEM-007
ENR-00000452,2025-01-26,completed,STU-0003868,CRS-00018,SEM-007
ENR-00000453,2024-04-29,active,STU-0002035,CRS-00274,SEM-002
ENR-00000454,2023-10-28,completed,STU-0004478,CRS-00252,SEM-002
ENR-00000455,2025-12-01,failed,STU-0002510,CRS-00269,SEM-002
ENR-00000456,2023-11-16,completed,STU-0001184,CRS-00099,SEM-003
ENR-00000457,2024-02-28,completed,STU-0001274,CRS-00217,SEM-004
ENR-00000458,2023-07-19,completed,STU-0002659,CRS-00085,SEM-003
ENR-00000459,2025-09-23,completed,STU-0000264,CRS-00029,SEM-001
ENR-00000460,2025-09-29,completed,STU-0002691,CRS-00231,SEM-006
ENR-00000461,2024-08-30,completed,STU-0003560,CRS-00023,SEM-008
ENR-00000462,2024-10-24,active,STU-0002451,CRS-00188,SEM-004
ENR-00000463,2023-12-29,failed,STU-0004000,CRS-00002,SEM-006
ENR-00000464,2023-07-28,failed,STU-0003798,CRS-00141,SEM-003
ENR-00000465,2023-10-02,active,STU-0003255,CRS-00062,SEM-007
ENR-00000466,2024-06-26,completed,STU-0003320,CRS-00036,SEM-006
ENR-00000467,2022-02-27,completed,STU-0000878,CRS-00221,SEM-002
ENR-00000468,2022-09-09,active,STU-0000754,CRS-00194,SEM-006
ENR-00000469,2024-09-22,active,STU-0003517,CRS-00028,SEM-003
ENR-00000470,2024-12-11,active,STU-0004974,CRS-00286,SEM-007
ENR-00000471,2023-06-27,completed,STU-0002230,CRS-00240,SEM-006
ENR-00000472,2024-04-20,dropped,STU-0001413,CRS-00085,SEM-006
ENR-00000473,2023-04-18,completed,STU-0004996,CRS-00265,SEM-005
ENR-00000474,2023-02-22,completed,STU-0003217,CRS-00268,SEM-002
ENR-00000475,2024-12-25,completed,STU-0003891,CRS-00016,SEM-001
ENR-00000476,2023-03-03,active,STU-0001284,CRS-00186,SEM-003
ENR-00000477,2024-04-17,completed,STU-0000774,CRS-00160,SEM-008
ENR-00000478,2022-11-30,completed,STU-0000934,CRS-00054,SEM-002
ENR-00000479,2025-01-14,active,STU-0001744,CRS-00136,SEM-003
ENR-00000480,2025-11-12,completed,STU-0000317,CRS-00090,SEM-003
ENR-00000481,2024-05-30,completed,STU-0001502,CRS-00277,SEM-006
ENR-00000482,2024-06-06,completed,STU-0003091,CRS-00137,SEM-008
ENR-00000483,2023-08-01,active,STU-0002495,CRS-00020,SEM-008
ENR-00000484,2023-10-29,active,STU-0004700,CRS-00131,SEM-007
ENR-00000485,2022-11-24,failed,STU-0001079,CRS-00130,SEM-004
ENR-00000486,2023-01-11,active,STU-0004294,CRS-00192,SEM-003
ENR-00000487,2025-04-22,completed,STU-0001877,CRS-00284,SEM-005
ENR-00000488,2022-04-10,completed,STU-0004147,CRS-00200,SEM-003
ENR-00000489,2025-06-14,active,STU-0004009,CRS-00185,SEM-003
ENR-00000490,2025-03-09,active,STU-0003400,CRS-00214,SEM-003
ENR-00000491,2023-07-09,completed,STU-0001833,CRS-00111,SEM-001
ENR-00000492,2024-11-23,dropped,STU-0001954,CRS-00050,SEM-008
ENR-00000493,2024-04-15,active,STU-0001779,CRS-00166,SEM-005
ENR-00000494,2024-11-22,completed,STU-0000942,CRS-00151,SEM-008
ENR-00000495,2025-12-08,failed,STU-0001093,CRS-00177,SEM-006
ENR-00000496,2022-05-18,completed,STU-0000270,CRS-00015,SEM-001
ENR-00000497,2023-01-03,completed,STU-0002566,CRS-00099,SEM-003
ENR-00000498,2024-09-09,active,STU-0002092,CRS-00065,SEM-004
ENR-00000499,2023-02-13,completed,STU-0003184,CRS-00054,SEM-006
ENR-00000500,2023-02-23,completed,STU-0001723,CRS-00271,SEM-002
ENR-00000501,2022-11-05,completed,STU-0001282,CRS-00220,SEM-002
ENR-00000502,2022-12-30,dropped,STU-0001030,CRS-00053,SEM-008
ENR-00000503,2025-03-06,failed,STU-0004720,CRS-00281,SEM-006
ENR-00000504,2023-07-13,dropped,STU-0002294,CRS-00004,SEM-002
ENR-00000505,2024-03-14,completed,STU-0002717,CRS-00065,SEM-004
ENR-00000506,2025-02-07,completed,STU-0004385,CRS-00075,SEM-003
ENR-00000507,2025-12-18,active,STU-0003787,CRS-00258,SEM-005
ENR-00000508,2025-04-18,active,STU-0001463,CRS-00017,SEM-007
ENR-00000509,2022-07-07,active,STU-0004723,CRS-00220,SEM-002
ENR-00000510,2023-05-19,failed,STU-0002496,CRS-00073,SEM-001
ENR-00000511,2024-08-02,completed,STU-0004450,CRS-00238,SEM-006
ENR-00000512,2024-09-19,completed,STU-0000150,CRS-00169,SEM-006
ENR-00000513,2025-05-16,completed,STU-0003016,CRS-00155,SEM-008
ENR-00000514,2025-02-04,completed,STU-0002285,CRS-00072,SEM-003
ENR-00000515,2024-07-11,active,STU-0004586,CRS-00176,SEM-001
ENR-00000516,2023-02-18,completed,STU-0003591,CRS-00263,SEM-005
ENR-00000517,2023-03-06,completed,STU-0002513,CRS-00280,SEM-006
ENR-00000518,2024-11-30,completed,STU-0002347,CRS-00074,SEM-006
ENR-00000519,2024-11-24,failed,STU-0001442,CRS-00069,SEM-005
ENR-00000520,2025-03-06,active,STU-0003601,CRS-00078,SEM-005
ENR-00000521,2024-08-13,active,STU-0001273,CRS-00206,SEM-004
ENR-00000522,2024-09-18,active,STU-0000059,CRS-00143,SEM-003
ENR-00000523,2024-11-23,dropped,STU-0003508,CRS-00175,SEM-006
ENR-00000524,2024-12-30,completed,STU-0000685,CRS-00174,SEM-007
ENR-00000525,2024-10-25,completed,STU-0004315,CRS-00293,SEM-008
ENR-00000526,2022-09-17,active,STU-0000256,CRS-00286,SEM-006
ENR-00000527,2023-09-11,completed,STU-0000134,CRS-00017,SEM-002
ENR-00000528,2024-09-12,completed,STU-0001961,CRS-00065,SEM-001
ENR-00000529,2023-02-06,completed,STU-0002315,CRS-00281,SEM-005
ENR-00000530,2024-03-28,completed,STU-0003512,CRS-00278,SEM-007
ENR-00000531,2022-06-11,completed,STU-0003548,CRS-00135,SEM-008
ENR-00000532,2025-02-07,completed,STU-0003146,CRS-00051,SEM-003
ENR-00000533,2025-03-26,completed,STU-0004866,CRS-00122,SEM-005
ENR-00000534,2025-06-13,completed,STU-0003121,CRS-00205,SEM-002
ENR-00000535,2024-06-14,active,STU-0004187,CRS-00294,SEM-002
ENR-00000536,2024-05-12,completed,STU-0000294,CRS-00195,SEM-005
ENR-00000537,2024-02-23,completed,STU-0002494,CRS-00200,SEM-007
ENR-00000538,2024-01-20,active,STU-0001119,CRS-00241,SEM-004
ENR-00000539,2025-12-15,completed,STU-0002423,CRS-00191,SEM-007
ENR-00000540,2024-07-04,completed,STU-0001536,CRS-00048,SEM-006
ENR-00000541,2025-07-25,completed,STU-0001083,CRS-00062,SEM-001
ENR-00000542,2024-11-27,dropped,STU-0000374,CRS-00076,SEM-001
ENR-00000543,2023-06-28,completed,STU-0003188,CRS-00133,SEM-008
ENR-00000544,2025-09-16,active,STU-0003236,CRS-00172,SEM-004
ENR-00000545,2024-06-22,completed,STU-0003949,CRS-00059,SEM-001
ENR-00000546,2025-01-25,active,STU-0000927,CRS-00043,SEM-003
ENR-00000547,2023-01-02,completed,STU-0000080,CRS-00134,SEM-001
ENR-00000548,2025-02-19,dropped,STU-0002981,CRS-00155,SEM-007
ENR-00000549,2024-12-07,completed,STU-0000302,CRS-00053,SEM-005
ENR-00000550,2025-04-05,active,STU-0003520,CRS-00220,SEM-008
ENR-00000551,2024-02-04,completed,STU-0000009,CRS-00030,SEM-002
ENR-00000552,2024-09-05,failed,STU-0002545,CRS-00296,SEM-007
ENR-00000553,2023-03-27,active,STU-0004079,CRS-00176,SEM-005
ENR-00000554,2023-11-24,completed,STU-0002594,CRS-00239,SEM-006
ENR-00000555,2022-04-13,active,STU-0004436,CRS-00016,SEM-001
ENR-00000556,2025-11-15,dropped,STU-0002520,CRS-00257,SEM-005
ENR-00000557,2025-02-12,completed,STU-0002678,CRS-00144,SEM-006
ENR-00000558,2022-09-04,failed,STU-0000105,CRS-00194,SEM-004
ENR-00000559,2025-04-30,dropped,STU-0003126,CRS-00146,SEM-001
ENR-00000560,2023-06-08,completed,STU-0003170,CRS-00192,SEM-002
ENR-00000561,2024-03-17,active,STU-0001527,CRS-00261,SEM-005
ENR-00000562,2022-05-12,failed,STU-0004213,CRS-00252,SEM-007
ENR-00000563,2025-10-23,completed,STU-0004505,CRS-00211,SEM-004
ENR-00000564,2025-01-15,dropped,STU-0003475,CRS-00180,SEM-005
ENR-00000565,2022-10-02,completed,STU-0003171,CRS-00020,SEM-003
ENR-00000566,2025-08-16,completed,STU-0001191,CRS-00078,SEM-008
ENR-00000567,2024-01-06,completed,STU-0003610,CRS-00262,SEM-006
ENR-00000568,2022-07-05,completed,STU-0001414,CRS-00103,SEM-007
ENR-00000569,2022-09-18,dropped,STU-0000092,CRS-00059,SEM-006
ENR-00000570,2025-07-06,completed,STU-0004258,CRS-00068,SEM-004
ENR-00000571,2022-04-14,completed,STU-0000203,CRS-00281,SEM-003
ENR-00000572,2024-10-16,completed,STU-0001025,CRS-00181,SEM-005
ENR-00000573,2022-08-07,completed,STU-0000094,CRS-00212,SEM-007
ENR-00000574,2025-09-19,active,STU-0003037,CRS-00021,SEM-002
ENR-00000575,2025-08-29,completed,STU-0004163,CRS-00152,SEM-001
ENR-00000576,2024-08-08,completed,STU-0002046,CRS-00001,SEM-004
ENR-00000577,2024-05-14,completed,STU-0000037,CRS-00106,SEM-003
ENR-00000578,2022-09-17,completed,STU-0002619,CRS-00145,SEM-002
ENR-00000579,2023-10-16,failed,STU-0000058,CRS-00238,SEM-004
ENR-00000580,2025-03-10,completed,STU-0002011,CRS-00202,SEM-002
ENR-00000581,2023-09-12,completed,STU-0001731,CRS-00290,SEM-006
ENR-00000582,2022-06-28,failed,STU-0004948,CRS-00157,SEM-003
ENR-00000583,2022-05-22,completed,STU-0004669,CRS-00219,SEM-002
ENR-00000584,2025-11-13,completed,STU-0002740,CRS-00147,SEM-003
ENR-00000585,2023-07-28,completed,STU-0002220,CRS-00256,SEM-008
ENR-00000586,2024-05-17,failed,STU-0004083,CRS-00219,SEM-004
ENR-00000587,2023-12-03,active,STU-0001457,CRS-00001,SEM-003
ENR-00000588,2023-08-25,completed,STU-0002699,CRS-00170,SEM-003
ENR-00000589,2025-11-22,completed,STU-0003822,CRS-00038,SEM-005
ENR-00000590,2023-04-27,completed,STU-0002068,CRS-00282,SEM-001
ENR-00000591,2023-03-09,dropped,STU-0001789,CRS-00165,SEM-007
ENR-00000592,2022-05-19,completed,STU-0001000,CRS-00289,SEM-006
ENR-00000593,2022-08-04,active,STU-0002374,CRS-00161,SEM-003
ENR-00000594,2025-06-23,active,STU-0002201,CRS-00176,SEM-007
ENR-00000595,2022-01-23,completed,STU-0004264,CRS-00080,SEM-002
ENR-00000596,2022-04-03,completed,STU-0003322,CRS-00239,SEM-002
ENR-00000597,2025-01-10,completed,STU-0004418,CRS-00022,SEM-006
ENR-00000598,2022-06-06,completed,STU-0003178,CRS-00076,SEM-003
ENR-00000599,2023-01-09,active,STU-0004547,CRS-00096,SEM-003
ENR-00000600,2022-01-01,active,STU-0001536,CRS-00050,SEM-001
ENR-00000601,2022-02-03,completed,STU-0000102,CRS-00252,SEM-008
ENR-00000602,2024-02-14,completed,STU-0001536,CRS-00164,SEM-008
ENR-00000603,2025-12-10,active,STU-0004172,CRS-00229,SEM-006
ENR-00000604,2022-10-14,dropped,STU-0001605,CRS-00027,SEM-004
ENR-00000605,2023-05-02,completed,STU-0004482,CRS-00096,SEM-008
ENR-00000606,2025-11-26,completed,STU-0001237,CRS-00275,SEM-006
ENR-00000607,2024-10-26,completed,STU-0002944,CRS-00005,SEM-001
ENR-00000608,2024-07-15,failed,STU-0000350,CRS-00181,SEM-001
ENR-00000609,2024-10-11,completed,STU-0000329,CRS-00010,SEM-007
ENR-00000610,2025-10-01,failed,STU-0004511,CRS-00019,SEM-005
ENR-00000611,2024-12-10,dropped,STU-0000578,CRS-00259,SEM-008
ENR-00000612,2025-02-28,failed,STU-0003256,CRS-00068,SEM-006
ENR-00000613,2022-09-11,dropped,STU-0002371,CRS-00126,SEM-008
ENR-00000614,2023-07-16,completed,STU-0003908,CRS-00223,SEM-006
ENR-00000615,2023-07-25,completed,STU-0002059,CRS-00218,SEM-005
ENR-00000616,2024-08-23,completed,STU-0000481,CRS-00250,SEM-005
ENR-00000617,2025-02-19,completed,STU-0000598,CRS-00235,SEM-002
ENR-00000618,2025-10-08,completed,STU-0004612,CRS-00166,SEM-007
ENR-00000619,2022-11-27,completed,STU-0001585,CRS-00218,SEM-001
ENR-00000620,2023-03-27,completed,STU-0004953,CRS-00223,SEM-007
ENR-00000621,2022-03-11,completed,STU-0001558,CRS-00207,SEM-006
ENR-00000622,2025-04-17,active,STU-0001011,CRS-00026,SEM-004
ENR-00000623,2024-12-16,completed,STU-0004597,CRS-00070,SEM-001
ENR-00000624,2025-02-14,active,STU-0004537,CRS-00208,SEM-001
ENR-00000625,2025-05-23,failed,STU-0004530,CRS-00269,SEM-006
ENR-00000626,2025-02-24,active,STU-0000080,CRS-00075,SEM-004
ENR-00000627,2023-06-30,completed,STU-0003043,CRS-00030,SEM-008
ENR-00000628,2023-04-28,active,STU-0004631,CRS-00229,SEM-007
ENR-00000629,2025-04-08,dropped,STU-0003906,CRS-00235,SEM-008
ENR-00000630,2023-09-13,active,STU-0003942,CRS-00149,SEM-004
ENR-00000631,2022-02-23,completed,STU-0002997,CRS-00148,SEM-006
ENR-00000632,2024-01-06,completed,STU-0002903,CRS-00249,SEM-008
ENR-00000633,2023-09-02,active,STU-0003017,CRS-00019,SEM-006
ENR-00000634,2024-02-26,completed,STU-0000370,CRS-00038,SEM-002
ENR-00000635,2022-03-29,completed,STU-0000098,CRS-00056,SEM-006
ENR-00000636,2025-10-14,completed,STU-0001779,CRS-00231,SEM-002
ENR-00000637,2025-06-03,completed,STU-0002840,CRS-00135,SEM-006
ENR-00000638,2025-01-06,completed,STU-0003441,CRS-00102,SEM-001
ENR-00000639,2024-05-07,active,STU-0004761,CRS-00236,SEM-003
ENR-00000640,2025-03-17,completed,STU-0000918,CRS-00043,SEM-001
ENR-00000641,2023-02-20,completed,STU-0002648,CRS-00229,SEM-002
ENR-00000642,2022-04-01,completed,STU-0000329,CRS-00211,SEM-006
ENR-00000643,2022-04-26,completed,STU-0000231,CRS-00251,SEM-005
ENR-00000644,2022-08-25,dropped,STU-0003133,CRS-00168,SEM-003
ENR-00000645,2022-11-21,active,STU-0003539,CRS-00145,SEM-005
ENR-00000646,2023-06-21,failed,STU-0001646,CRS-00160,SEM-005
ENR-00000647,2024-05-13,completed,STU-0001468,CRS-00160,SEM-003
ENR-00000648,2022-01-14,completed,STU-0000535,CRS-00264,SEM-008
ENR-00000649,2024-12-08,active,STU-0003514,CRS-00086,SEM-007
ENR-00000650,2025-08-16,completed,STU-0002454,CRS-00210,SEM-002
ENR-00000651,2024-02-02,completed,STU-0000414,CRS-00194,SEM-003
ENR-00000652,2024-11-21,completed,STU-0004210,CRS-00105,SEM-001
ENR-00000653,2024-10-19,active,STU-0002970,CRS-00059,SEM-002
ENR-00000654,2025-09-30,completed,STU-0003221,CRS-00014,SEM-005
ENR-00000655,2022-10-27,completed,STU-0004306,CRS-00292,SEM-001
ENR-00000656,2022-09-04,completed,STU-0000334,CRS-00030,SEM-003
ENR-00000657,2024-11-17,completed,STU-0002147,CRS-00292,SEM-003
ENR-00000658,2023-08-12,completed,STU-0003882,CRS-00261,SEM-001
ENR-00000659,2025-02-16,completed,STU-0004174,CRS-00074,SEM-006
ENR-00000660,2022-07-12,completed,STU-0003842,CRS-00026,SEM-008
ENR-00000661,2025-04-09,active,STU-0004136,CRS-00091,SEM-005
ENR-00000662,2024-06-03,completed,STU-0000824,CRS-00176,SEM-008
ENR-00000663,2022-09-18,completed,STU-0001030,CRS-00142,SEM-008
ENR-00000664,2025-05-15,completed,STU-0001403,CRS-00224,SEM-004
ENR-00000665,2024-11-08,active,STU-0001433,CRS-00199,SEM-005
ENR-00000666,2023-10-09,dropped,STU-0004916,CRS-00032,SEM-005
ENR-00000667,2022-04-02,completed,STU-0004354,CRS-00115,SEM-002
ENR-00000668,2024-05-18,completed,STU-0000703,CRS-00031,SEM-006
ENR-00000669,2022-04-08,completed,STU-0001557,CRS-00299,SEM-008
ENR-00000670,2022-01-26,completed,STU-0000097,CRS-00131,SEM-008
ENR-00000671,2022-12-24,failed,STU-0004784,CRS-00014,SEM-006
ENR-00000672,2023-11-27,active,STU-0000885,CRS-00274,SEM-003
ENR-00000673,2023-02-01,completed,STU-0000099,CRS-00146,SEM-005
ENR-00000674,2022-01-03,dropped,STU-0004047,CRS-00052,SEM-006
ENR-00000675,2022-01-10,failed,STU-0000590,CRS-00133,SEM-001
ENR-00000676,2025-06-16,completed,STU-0001520,CRS-00229,SEM-006
ENR-00000677,2022-02-23,completed,STU-0001718,CRS-00252,SEM-004
ENR-00000678,2024-04-30,completed,STU-0003716,CRS-00261,SEM-004
ENR-00000679,2025-12-06,dropped,STU-0004284,CRS-00297,SEM-005
ENR-00000680,2023-08-28,completed,STU-0003253,CRS-00033,SEM-001
ENR-00000681,2024-06-11,completed,STU-0002746,CRS-00172,SEM-005
ENR-00000682,2024-05-09,failed,STU-0000597,CRS-00287,SEM-005
ENR-00000683,2022-10-01,completed,STU-0000294,CRS-00144,SEM-006
ENR-00000684,2023-06-13,completed,STU-0003777,CRS-00225,SEM-006
ENR-00000685,2025-02-18,completed,STU-0002199,CRS-00292,SEM-003
ENR-00000686,2024-08-30,failed,STU-0003504,CRS-00268,SEM-004
ENR-00000687,2025-11-01,completed,STU-0002125,CRS-00205,SEM-007
ENR-00000688,2022-07-12,failed,STU-0001836,CRS-00147,SEM-003
ENR-00000689,2024-06-01,failed,STU-0002244,CRS-00142,SEM-005
ENR-00000690,2022-05-24,completed,STU-0002194,CRS-00278,SEM-002
ENR-00000691,2022-04-02,completed,STU-0002565,CRS-00274,SEM-002
ENR-00000692,2025-04-14,completed,STU-0003279,CRS-00108,SEM-007
ENR-00000693,2024-09-06,active,STU-0003077,CRS-00010,SEM-006
ENR-00000694,2024-11-03,completed,STU-0001279,CRS-00129,SEM-006
ENR-00000695,2022-03-02,active,STU-0000260,CRS-00023,SEM-001
ENR-00000696,2022-03-27,completed,STU-0000030,CRS-00059,SEM-006
ENR-00000697,2024-11-30,completed,STU-0000169,CRS-00053,SEM-008
ENR-00000698,2024-02-21,completed,STU-0002541,CRS-00183,SEM-005
ENR-00000699,2024-04-18,completed,STU-0001743,CRS-00246,SEM-007
ENR-00000700,2023-03-05,dropped,STU-0004160,CRS-00035,SEM-004
ENR-00000701,2025-08-29,completed,STU-0004305,CRS-00151,SEM-003
ENR-00000702,2024-06-17,completed,STU-0002322,CRS-00068,SEM-001
ENR-00000703,2025-04-29,active,STU-0003339,CRS-00120,SEM-007
ENR-00000704,2024-02-01,active,STU-0003805,CRS-00276,SEM-004
ENR-00000705,2022-06-11,active,STU-0000442,CRS-00269,SEM-002
ENR-00000706,2024-05-22,dropped,STU-0000914,CRS-00154,SEM-005
ENR-00000707,2023-11-14,completed,STU-0002707,CRS-00206,SEM-003
ENR-00000708,2024-11-21,completed,STU-0001469,CRS-00097,SEM-007
ENR-00000709,2025-03-12,completed,STU-0004597,CRS-00078,SEM-008
ENR-00000710,2024-04-22,completed,STU-0000902,CRS-00070,SEM-005
ENR-00000711,2024-04-16,completed,STU-0000771,CRS-00247,SEM-006
ENR-00000712,2024-07-13,active,STU-0003473,CRS-00001,SEM-005
ENR-00000713,2022-12-16,completed,STU-0004696,CRS-00219,SEM-008
ENR-00000714,2025-10-18,active,STU-0001383,CRS-00104,SEM-008
ENR-00000715,2023-12-01,failed,STU-0000417,CRS-00149,SEM-003
