grade_id,assessment,score,weight,graded_at,enrollment_id
GRD-00000411,homework,67.74,0.17,2025-01-31,ENR-00003529
GRD-00000412,final,84.57,0.38,2025-06-24,ENR-00013493
GRD-00000413,quiz,77.47,0.36,2023-05-16,ENR-00017527
GRD-00000414,quiz,83.28,0.35,2024-03-01,ENR-00014601
GRD-00000415,final,75.21,0.24,2025-07-26,ENR-00003972
GRD-00000416,final,66.72,0.16,2022-02-26,ENR-00024680
GRD-00000417,midterm,53.61,0.33,2022-08-20,ENR-00010703
GRD-00000418,final,48.83,0.24,2022-04-17,ENR-00011635
GRD-00000419,midterm,77.61,0.43,2022-03-13,ENR-00016872
GRD-00000420,final,75.24,0.25,2023-06-20,ENR-00002493
GRD-00000421,project,74.25,0.35,2024-03-19,ENR-00014296
GRD-00000422,quiz,67.72,0.16,2024-11-02,ENR-00001208
GRD-00000423,project,73.63,0.34,2023-08-22,ENR-00001124
GRD-00000424,midterm,77.22,0.28,2025-02-23,ENR-00024613
GRD-00000425,quiz,69.4,0.44,2025-12-13,ENR-00000447
GRD-00000426,midterm,59.23,0.13,2025-06-05,ENR-00011291
GRD-00000427,homework,84.13,0.5,2025-09-09,ENR-00007082
GRD-00000428,midterm,65.27,0.45,2023-01-19,ENR-00022968
GRD-00000429,final,78.54,0.34,2025-03-11,ENR-00000029
GRD-00000430,final,81.6,0.37,2025-05-14,ENR-00011796
GRD-00000431,homework,90.37,0.49,2025-10-30,ENR-00023517
GRD-00000432,project,92.65,0.12,2025-09-14,ENR-00010910
GRD-00000433,project,86.3,0.16,2023-09-06,ENR-00021029
GRD-00000434,quiz,66.59,0.45,2025-12-26,ENR-00001729
GRD-00000435,final,81.19,0.34,2024-04-08,ENR-00024400
GRD-00000436,final,81.85,0.12,2023-07-15,ENR-00005585
GRD-00000437,final,51.68,0.42,2023-06-10,ENR-00022230
GRD-00000438,final,95.72,0.49,2023-11-24,ENR-00022812
GRD-00000439,homework,71.1,0.34,2023-08-24,ENR-00008568
GRD-00000440,homework,36.46,0.22,2024-05-08,ENR-00024814
GRD-00000441,final,67.7,0.43,2025-05-18,ENR-00017217
GRD-00000442,final,67.68,0.27,2022-09-15,ENR-00014825
GRD-00000443,midterm,69.41,0.36,2023-04-29,ENR-00009894
GRD-00000444,final,73.98,0.27,2022-10-18,ENR-00011646
GRD-00000445,homework,86.6,0.18,2024-08-10,ENR-00007523
GRD-00000446,quiz,72.82,0.43,2024-02-11,ENR-00019153
GRD-00000447,quiz,75.02,0.19,2025-06-18,ENR-00017551
GRD-00000448,midterm,90.53,0.21,2024-10-28,ENR-00002705
GRD-00000449,final,91.26,0.33,2023-10-02,ENR-00009893
GRD-00000450,final,65.5,0.28,2024-01-13,ENR-00008076
GRD-00000451,midterm,90.53,0.35,2024-11-23,ENR-00005413
GRD-00000452,homework,69.44,0.38,2023-11-12,ENR-00013689
GRD-00000453,midterm,79.79,0.31,2022-09-24,ENR-00016824
GRD-00000454,homework,88.98,0.15,2022-08-12,ENR-00021005
GRD-00000455,final,78.77,0.47,2022-03-27,ENR-00006742
GRD-00000456,project,79.24,0.44,2025-07-22,ENR-00017607
GRD-00000457,project,73.5,0.14,2025-05-18,ENR-00004455
GRD-00000458,midterm,75.89,0.47,2022-12-08,ENR-00003862
GRD-00000459,quiz,59.82,0.37,2023-12-07,ENR-00020422
GRD-00000460,homework,84.93,0.47,2025-06-21,ENR-00014672
GRD-00000461,homework,61.04,0.44,2025-01-27,ENR-00001624
GRD-00000462,homework,86.47,0.3,2025-12-07,ENR-00022460
GRD-00000463,project,63.81,0.44,2024-02-13,ENR-00019865
GRD-00000464,quiz,69.34,0.19,2025-04-06,ENR-00011772
GRD-00000465,quiz,60.8,0.44,2024-10-28,ENR-00006407
GRD-00000466,quiz,100.0,0.24,2025-02-25,ENR-00001314
GRD-00000467,final,59.93,0.28,2025-10-24,ENR-00002616
GRD-00000468,final,54.46,0.27,2024-08-19,ENR-00021316
GRD-00000469,final,64.35,0.44,2023-05-19,ENR-00006840
GRD-00000470,quiz,92.04,0.37,2023-06-27,ENR-00012563
GRD-00000471,final,47.71,0.49,2024-03-16,ENR-00004690
GRD-00000472,quiz,71.81,0.23,2023-07-15,ENR-00015973
GRD-00000473,midterm,49.74,0.17,2022-09-20,ENR-00020286
GRD-00000474,homework,59.94,0.22,2022-11-12,ENR-00001596
GRD-00000475,quiz,76.97,0.47,2023-05-13,ENR-00001627
GRD-00000476,final,83.6,0.33,2025-01-06,ENR-00021052
GRD-00000477,homework,66.19,0.16,2025-03-31,ENR-00017193
GRD-00000478,project,78.23,0.37,2022-02-03,ENR-00021710
GRD-00000479,quiz,85.58,0.4,2023-12-10,ENR-00001694
GRD-00000480,midterm,75.25,0.24,2023-11-09,ENR-00021106
GRD-00000481,midterm,64.09,0.18,2022-09-24,ENR-00001546
GRD-00000482,homework,57.22,0.17,2023-04-05,ENR-00020198
GRD-00000483,project,62.19,0.3,2025-11-04,ENR-00005331
GRD-00000484,final,79.82,0.43,2023-07-04,ENR-00000931
GRD-00000485,final,68.39,0.46,2025-04-24,ENR-00002304
GRD-00000486,final,54.03,0.16,2025-04-01,ENR-00015301
GRD-00000487,project,85.22,0.24,2025-12-26,ENR-00023346
GRD-00000488,midterm,83.05,0.11,2022-07-22,ENR-00013055
GRD-00000489,quiz,74.29,0.2,2022-02-24,ENR-00018497
GRD-00000490,final,94.06,0.25,2024-08-20,ENR-00005775
GRD-00000491,quiz,60.81,0.26,2024-09-06,ENR-00010994
GRD-00000492,quiz,83.62,0.39,2024-01-23,ENR-00014074
GRD-00000493,project,57.09,0.24,2023-10-19,ENR-00008236
GRD-00000494,project,64.19,0.49,2023-02-10,ENR-00010649
GRD-00000495,midterm,72.6,0.21,2025-03-19,ENR-00010861
GRD-00000496,midterm,56.99,0.22,2025-08-22,ENR-00014872
GRD-00000497,final,77.19,0.46,2024-03-12,ENR-00005626
GRD-00000498,project,67.46,0.2,2025-08-15,ENR-00012871
GRD-00000499,final,69.0,0.31,2025-11-11,ENR-00005140
GRD-00000500,quiz,75.98,0.4,2023-01-20,ENR-00018338
GRD-00000501,midterm,53.5,0.48,2025-05-05,ENR-00007675
GRD-00000502,final,88.89,0.23,2025-09-12,ENR-00010954
GRD-00000503,final,55.75,0.48,2022-03-16,ENR-00011673
GRD-00000504,homework,64.22,0.4,2022-06-27,ENR-00009917
GRD-00000505,homework,79.61,0.15,2025-03-27,ENR-00007595
GRD-00000506,final,55.86,0.46,2022-04-12,ENR-00002193
GRD-00000507,midterm,75.61,0.11,2022-09-18,ENR-00015552
GRD-00000508,quiz,86.59,0.36,2024-07-22,ENR-00000188
GRD-00000509,project,88.18,0.13,2022-11-27,ENR-00020832
GRD-00000510,homework,75.09,0.43,2025-07-26,ENR-00020953
GRD-00000511,final,87.02,0.22,2022-04-08,ENR-00011768
GRD-00000512,quiz,52.63,0.48,2023-11-26,ENR-00010237
GRD-00000513,quiz,39.85,0.19,2023-01-27,ENR-00000077
GRD-00000514,quiz,83.13,0.27,2025-08-01,ENR-00015540
GRD-00000515,project,93.21,0.1,2023-08-29,ENR-00012570
GRD-00000516,homework,78.36,0.33,2025-05-26,ENR-00015548
GRD-00000517,final,86.59,0.41,2023-05-16,ENR-00023412
GRD-00000518,project,91.18,0.26,2024-04-03,ENR-00014107
GRD-00000519,quiz,82.34,0.15,2025-04-11,ENR-00006930
GRD-00000520,quiz,82.06,0.14,2024-02-22,ENR-00007100
GRD-00000521,final,93.46,0.21,2025-11-09,ENR-00008582
GRD-00000522,project,66.71,0.22,2023-08-04,ENR-00013083
GRD-00000523,project,75.0,0.39,2024-11-25,ENR-00015440
GRD-00000524,final,88.44,0.31,2023-11-11,ENR-00006451
GRD-00000525,final,75.69,0.27,2025-09-19,ENR-00013921
GRD-00000526,project,83.12,0.37,2024-04-04,ENR-00017316
GRD-00000527,project,73.82,0.33,2023-08-03,ENR-00023334
GRD-00000528,midterm,84.16,0.37,2025-08-15,ENR-00009600
GRD-00000529,midterm,72.02,0.44,2023-05-08,ENR-00015076
GRD-00000530,quiz,73.86,0.17,2025-09-21,ENR-00006431
GRD-00000531,final,79.16,0.42,2023-03-03,ENR-00014180
GRD-00000532,homework,68.95,0.38,2024-12-11,ENR-00000850
GRD-00000533,project,74.31,0.42,2022-05-08,ENR-00022106
GRD-00000534,homework,85.03,0.12,2025-09-10,ENR-00010910
GRD-00000535,midterm,65.53,0.26,2023-11-05,ENR-00016705
GRD-00000536,final,57.35,0.45,2025-01-24,ENR-00010935
GRD-00000537,homework,88.69,0.43,2023-05-10,ENR-00002651
GRD-00000538,quiz,81.59,0.33,2024-02-28,ENR-00019214
GRD-00000539,project,51.69,0.43,2022-06-09,ENR-00005165
GRD-00000540,quiz,83.11,0.33,2025-01-29,ENR-00021793
GRD-00000541,project,87.46,0.12,2024-07-13,ENR-00015950
GRD-00000542,quiz,70.61,0.45,2025-01-06,ENR-00016310
GRD-00000543,project,89.45,0.3,2024-02-24,ENR-00024535
GRD-00000544,quiz,78.26,0.11,2022-03-24,ENR-00008355
GRD-00000545,quiz,85.88,0.45,2022-11-26,ENR-00024775
GRD-00000546,quiz,78.26,0.19,2022-03-03,ENR-00011936
GRD-00000547,homework,78.64,0.29,2022-08-16,ENR-00010937
GRD-00000548,midterm,87.61,0.37,2025-11-19,ENR-00002540
GRD-00000549,quiz,96.43,0.15,2023-10-16,ENR-00002132
GRD-00000550,quiz,55.39,0.14,2023-03-10,ENR-00010928
GRD-00000551,midterm,81.82,0.25,2022-05-20,ENR-00008373
GRD-00000552,homework,76.0,0.37,2024-06-19,ENR-00013355
GRD-00000553,homework,76.9,0.43,2024-07-19,ENR-00009960
GRD-00000554,quiz,86.35,0.19,2023-09-16,ENR-00022165
GRD-00000555,homework,56.29,0.31,2023-11-19,ENR-00006029
GRD-00000556,midterm,75.73,0.37,2024-07-18,ENR-00005704
GRD-00000557,final,69.7,0.35,2023-03-30,ENR-00011785
GRD-00000558,midterm,55.83,0.13,2022-08-30,ENR-00012130
GRD-00000559,homework,80.06,0.15,2024-03-07,ENR-00000163
GRD-00000560,final,80.74,0.46,2023-03-20,ENR-00003841
GRD-00000561,quiz,73.75,0.36,2025-07-15,ENR-00004363
GRD-00000562,final,78.75,0.13,2022-09-23,ENR-00009423
GRD-00000563,midterm,77.23,0.32,2025-04-16,ENR-00016870
GRD-00000564,midterm,77.25,0.2,2022-06-19,ENR-00006685
GRD-00000565,final,80.24,0.46,2023-09-11,ENR-00009313
GRD-00000566,final,53.82,0.37,2023-06-02,ENR-00015087
GRD-00000567,quiz,59.35,0.46,2024-07-28,ENR-00010477
GRD-00000568,final,79.81,0.16,2022-02-11,ENR-00005486
GRD-00000569,quiz,61.02,0.18,2023-05-22,ENR-00018130
GRD-00000570,midterm,80.93,0.17,2022-10-03,ENR-00002025
GRD-00000571,project,67.12,0.11,2024-08-17,ENR-00017609
GRD-00000572,final,73.53,0.37,2024-12-08,ENR-00010825
GRD-00000573,homework,66.91,0.11,2024-11-08,ENR-00017232
GRD-00000574,final,71.09,0.49,2025-08-03,ENR-00024333
GRD-00000575,homework,77.09,0.39,2024-02-29,ENR-00020843
GRD-00000576,homework,73.27,0.39,2024-09-03,ENR-00001564
GRD-00000577,midterm,87.47,0.16,2024-03-28,ENR-00004167
GRD-00000578,project,71.32,0.1,2025-01-31,ENR-00019820
GRD-00000579,midterm,48.1,0.44,2023-06-23,ENR-00015496
GRD-00000580,quiz,81.49,0.16,2024-03-11,ENR-00022209
GRD-00000581,midterm,59.72,0.27,2025-10-01,ENR-00002309
GRD-00000582,midterm,89.88,0.16,2024-05-04,ENR-00013768
GRD-00000583,final,74.87,0.19,2025-03-06,ENR-00022676
GRD-00000584,project,60.21,0.19,2022-05-14,ENR-00024123
GRD-00000585,project,76.91,0.45,2022-10-31,ENR-00018599
GRD-00000586,final,76.1,0.28,2024-03-03,ENR-00017673
GRD-00000587,homework,85.33,0.13,2025-07-13,ENR-00017871
GRD-00000588,quiz,52.29,0.48,2022-04-06,ENR-00023911
GRD-00000589,midterm,61.32,0.14,2022-02-14,ENR-00006333
GRD-00000590,final,60.1,0.15,2022-09-22,ENR-00007349
GRD-00000591,final,70.91,0.12,2025-10-17,ENR-00001760
GRD-00000592,final,84.36,0.32,2025-08-21,ENR-00024188
GRD-00000593,final,69.04,0.49,2023-03-02,ENR-00010125
GRD-00000594,project,56.03,0.16,2024-02-13,ENR-00012789
GRD-00000595,midterm,64.78,0.18,2023-04-24,ENR-00005151
GRD-00000596,homework,71.19,0.12,2025-05-02,ENR-00020288
GRD-00000597,project,67.23,0.42,2024-02-16,ENR-00012243
GRD-00000598,final,59.79,0.39,2025-12-19,ENR-00017426
GRD-00000599,final,77.34,0.42,2023-11-24,ENR-00020158
GRD-00000600,project,64.58,0.34,2025-04-14,ENR-00021239
GRD-00000601,quiz,65.27,0.13,2025-09-09,ENR-00003909
GRD-00000602,project,66.3,0.4,2025-08-07,ENR-00015883
GRD-00000603,final,69.26,0.33,2022-10-25,ENR-00013345
GRD-00000604,project,61.11,0.27,2023-04-21,ENR-00010098
GRD-00000605,quiz,79.88,0.28,2025-12-25,ENR-00020261
GRD-00000606,homework,80.23,0.24,2024-01-18,ENR-00003849
GRD-00000607,midterm,77.22,0.34,2022-11-09,ENR-00016201
GRD-00000608,project,81.84,0.4,2024-03-04,ENR-00000901
GRD-00000609,final,75.13,0.14,2022-02-26,ENR-00007919
GRD-00000610,project,70.57,0.14,2024-11-12,ENR-00020386
GRD-00000611,quiz,81.12,0.45,2025-10-12,ENR-00007900
GRD-00000612,quiz,51.95,0.45,2025-05-21,ENR-00021192
GRD-00000613,quiz,81.18,0.44,2023-06-15,ENR-00011694
GRD-00000614,final,84.1,0.44,2022-04-06,ENR-00000873
GRD-00000615,midterm,65.68,0.18,2024-09-28,ENR-00017281
GRD-00000616,project,87.54,0.3,2023-10-20,ENR-00021876
GRD-00000617,quiz,90.19,0.17,2022-10-21,ENR-00023828
GRD-00000618,quiz,56.83,0.37,2022-02-08,ENR-00010803
GRD-00000619,final,83.24,0.22,2022-06-25,ENR-00003302
GRD-00000620,homework,75.93,0.46,2024-08-25,ENR-00021498
GRD-00000621,quiz,59.52,0.46,2024-07-10,ENR-00008631
GRD-00000622,project,71.45,0.24,2024-06-20,ENR-00010339
GRD-00000623,quiz,99.66,0.25,2023-07-12,ENR-00007275
GRD-00000624,midterm,86.7,0.41,2025-08-12,ENR-00005459
GRD-00000625,final,79.41,0.44,2024-04-06,ENR-00016279
GRD-00000626,final,65.73,0.29,2023-11-22,ENR-00002842
GRD-00000627,homework,88.78,0.34,2023-03-16,ENR-00011462
GRD-00000628,quiz,71.67,0.36,2022-04-28,ENR-00011315
GRD-00000629,homework,75.73,0.44,2023-06-05,ENR-00010872
GRD-00000630,midterm,70.04,0.21,2025-04-25,ENR-00016352
GRD-00000631,final,74.25,0.32,2023-06-04,ENR-00015981
GRD-00000632,midterm,58.5,0.23,2024-07-02,ENR-00001624
GRD-00000633,midterm,76.36,0.29,2022-11-20,ENR-00008854
GRD-00000634,homework,75.78,0.46,2022-08-21,ENR-00014603
GRD-00000635,quiz,73.58,0.3,2022-08-06,ENR-00014890
GRD-00000636,homework,70.42,0.38,2024-04-14,ENR-00001102
GRD-00000637,quiz,70.99,0.32,2023-02-19,ENR-00010996
GRD-00000638,project,74.9,0.22,2022-03-26,ENR-00023462
GRD-00000639,project,64.04,0.37,2025-08-28,ENR-00002250
GRD-00000640,midterm,79.47,0.23,2024-02-29,ENR-00003833
GRD-00000641,homework,94.62,0.33,2025-03-14,ENR-00021353
GRD-00000642,quiz,83.71,0.17,2022-07-31,ENR-00013979
GRD-00000643,quiz,92.82,0.2,2025-03-18,ENR-00015693
GRD-00000644,final,54.82,0.32,2022-11-09,ENR-00015601
GRD-00000645,quiz,81.58,0.15,2024-01-07,ENR-00006663
GRD-00000646,midterm,61.45,0.11,2022-03-05,ENR-00016787
GRD-00000647,project,74.99,0.46,2022-11-28,ENR-00023556
GRD-00000648,project,70.97,0.49,2024-03-31,ENR-00013836
GRD-00000649,homework,73.96,0.25,2024-10-24,ENR-00024287
GRD-00000650,homework,82.01,0.45,2024-04-21,ENR-00017899
GRD-00000651,midterm,68.08,0.11,2023-06-14,ENR-00015541
GRD-00000652,homework,88.3,0.49,2022-07-17,ENR-00008352
GRD-00000653,quiz,77.72,0.17,2024-05-27,ENR-00021641
GRD-00000654,final,72.83,0.42,2022-07-15,ENR-00021958
GRD-00000655,final,77.53,0.2,2023-08-24,ENR-00012395
GRD-00000656,midterm,94.93,0.31,2023-07-23,ENR-00021898
GRD-00000657,final,76.63,0.14,2025-01-03,ENR-00024070
GRD-00000658,final,60.52,0.2,2024-08-25,ENR-00018763
GRD-00000659,final,64.8,0.3,2025-12-16,ENR-00001576
GRD-00000660,midterm,81.34,0.42,2023-05-05,ENR-00022997
GRD-00000661,midterm,56.89,0.19,2025-09-03,ENR-00020168
GRD-00000662,midterm,68.35,0.48,2024-11-29,ENR-00009947
GRD-00000663,final,92.24,0.17,2022-11-16,ENR-00009805
GRD-00000664,project,80.64,0.41,2024-02-22,ENR-00018703
GRD-00000665,quiz,71.4,0.21,2024-05-18,ENR-00022238
GRD-00000666,final,89.2,0.37,2025-05-03,ENR-00000389
GRD-00000667,project,92.35,0.25,2022-12-15,ENR-00014041
GRD-00000668,midterm,82.1,0.38,2023-03-21,ENR-00010337
GRD-00000669,midterm,72.86,0.25,2022-10-19,ENR-00011927
GRD-00000670,midterm,83.28,0.37,2023-08-23,ENR-00022345
GRD-00000671,project,96.3,0.1,2023-01-22,ENR-00009761
GRD-00000672,midterm,79.76,0.13,2023-08-21,ENR-00020843
GRD-00000673,quiz,58.17,0.31,2023-08-14,ENR-00017477
GRD-00000674,homework,71.7,0.16,2025-02-15,ENR-00009767
GRD-00000675,quiz,81.6,0.47,2025-07-09,ENR-00016798
GRD-00000676,homework,79.82,0.4,2022-12-26,ENR-00020641
GRD-00000677,final,70.54,0.38,2023-05-20,ENR-00016129
GRD-00000678,final,80.03,0.38,2024-04-02,ENR-00022295
GRD-00000679,final,74.12,0.27,2022-02-13,ENR-00011325
GRD-00000680,homework,76.32,0.24,2022-03-16,ENR-00016412
GRD-00000681,quiz,83.7,0.17,2023-03-03,ENR-00024726
GRD-00000682,project,84.1,0.39,2024-05-06,ENR-00001270
GRD-00000683,homework,99.31,0.3,2025-11-28,ENR-00000880
GRD-00000684,homework,64.89,0.36,2022-08-26,ENR-00014034
GRD-00000685,final,76.37,0.43,2025-06-15,ENR-00020513
GRD-00000686,project,71.17,0.11,2023-07-27,ENR-00005863
GRD-00000687,homework,69.05,0.16,2023-06-28,ENR-00002267
GRD-00000688,quiz,80.8,0.35,2025-05-10,ENR-00002538
GRD-00000689,quiz,82.05,0.36,2025-04-14,ENR-00010803
GRD-00000690,homework,73.13,0.44,2022-12-30,ENR-00011968
GRD-00000691,homework,74.78,0.46,2023-09-16,ENR-00006282
GRD-00000692,quiz,78.53,0.29,2023-05-03,ENR-00007424
GRD-00000693,project,66.57,0.36,2023-12-31,ENR-00014133
GRD-00000694,final,58.73,0.38,2025-04-19,ENR-00001837
GRD-00000695,final,87.6,0.44,2025-01-24,ENR-00024302
GRD-00000696,midterm,64.6,0.3,2025-10-17,ENR-00023646
GRD-00000697,midterm,73.64,0.1,2023-11-02,ENR-00000309
GRD-00000698,homework,54.09,0.42,2023-08-27,ENR-00008891
GRD-00000699,final,66.1,0.37,2025-11-09,ENR-00012502
GRD-00000700,quiz,77.35,0.46,2025-02-25,ENR-00017278
GRD-00000701,quiz,73.96,0.3,2024-07-25,ENR-00010070
GRD-00000702,project,93.71,0.45,2024-01-28,ENR-00008728
GRD-00000703,project,64.63,0.5,2023-12-13,ENR-00003098
GRD-00000704,midterm,59.71,0.12,2022-11-05,ENR-00007453
GRD-00000705,final,82.6,0.3,2023-06-04,ENR-00000045
GRD-00000706,project,99.79,0.37,2023-01-01,ENR-00016444
GRD-00000707,project,61.21,0.25,2025-06-23,ENR-00022499
GRD-00000708,midterm,74.01,0.31,2023-02-02,ENR-00021336
GRD-00000709,quiz,70.26,0.3,2025-06-02,ENR-00008336
GRD-00000710,midterm,63.6,0.22,2025-03-04,ENR-00020918
GRD-00000711,project,58.58,0.37,2022-06-11,ENR-00017330
GRD-00000712,final,79.06,0.46,2025-11-21,ENR-00001676
GRD-00000713,midterm,74.08,0.12,2022-12-13,ENR-00005938
GRD-00000714,project,63.09,0.29,2023-11-22,ENR-00020016
GRD-00000715,project,75.01,0.45,2025-04-14,ENR-00018427
GRD-00000716,project,92.18,0.25,2023-09-13,ENR-00004567
GRD-00000717,project,82.63,0.19,2022-10-02,ENR-00018594
GRD-00000718,midterm,36.11,0.27,2025-12-11,ENR-00019121
GRD-00000719,midterm,100.0,0.47,2022-09-17,ENR-00015505
GRD-00000720,project,74.08,0.29,2023-04-09,ENR-00024695
GRD-00000721,final,72.46,0.24,2023-01-10,ENR-00002897
GRD-00000722,homework,86.06,0.38,2025-04-06,ENR-00004718
GRD-00000723,homework,81.69,0.3,2025-04-29,ENR-00012361
GRD-00000724,project,79.02,0.13,2022-08-17,ENR-00017008
GRD-00000725,midterm,59.9,0.48,2022-08-12,ENR-00003680
GRD-00000726,project,58.33,0.35,2025-04-11,ENR-00010412
GRD-00000727,midterm,54.72,0.16,2023-03-02,ENR-00011279
GRD-00000728,project,67.68,0.25,2025-01-27,ENR-00001096
GRD-00000729,homework,73.94,0.37,2023-03-26,ENR-00010232
GRD-00000730,quiz,78.91,0.35,2024-08-01,ENR-00005955
GRD-00000731,project,66.37,0.3,2024-03-09,ENR-00012022
GRD-00000732,quiz,72.74,0.18,2023-10-06,ENR-00023247
GRD-00000733,project,47.76,0.27,2024-07-18,ENR-00002172
GRD-00000734,midterm,62.85,0.11,2025-08-28,ENR-00016334
GRD-00000735,quiz,67.17,0.31,2024-02-02,ENR-00007631
GRD-00000736,final,100.0,0.15,2025-03-05,ENR-00009424
GRD-00000737,final,81.84,0.33,2022-07-09,ENR-00004828
GRD-00000738,homework,84.47,0.46,2023-09-19,ENR-00011601
GRD-00000739,midterm,75.83,0.3,2024-06-17,ENR-00017421
GRD-00000740,final,97.72,0.12,2025-11-11,ENR-00000075
GRD-00000741,midterm,78.44,0.38,2025-11-01,ENR-00008202
GRD-00000742,final,52.52,0.46,2025-03-12,ENR-00019825
GRD-00000743,quiz,69.5,0.11,2025-02-04,ENR-00006591
GRD-00000744,midterm,66.54,0.37,2022-04-23,ENR-00015628
GRD-00000745,homework,85.88,0.16,2024-11-20,ENR-00011588
GRD-00000746,homework,56.54,0.41,2024-09-19,ENR-00022794
GRD-00000747,midterm,65.17,0.2,2023-08-29,ENR-00022805
GRD-00000748,project,71.64,0.24,2024-11-03,ENR-00021110
GRD-00000749,final,92.33,0.27,2025-10-01,ENR-00005051
GRD-00000750,quiz,55.38,0.39,2023-05-04,ENR-00003972
GRD-00000751,homework,68.42,0.12,2022-02-06,ENR-00003447
GRD-00000752,homework,60.26,0.2,2023-11-01,ENR-00000264
GRD-00000753,midterm,87.14,0.2,2023-05-27,ENR-00022218
GRD-00000754,quiz,56.57,0.37,2022-06-03,ENR-00002669
GRD-00000755,quiz,80.34,0.49,2022-10-11,ENR-00002857
GRD-00000756,final,74.39,0.39,2024-02-02,ENR-00001854
GRD-00000757,final,87.18,0.34,2022-08-14,ENR-00004667
GRD-00000758,homework,76.42,0.18,2024-03-26,ENR-00014539
GRD-00000759,project,65.02,0.27,2023-07-06,ENR-00015935
GRD-00000760,midterm,92.46,0.42,2024-02-27,ENR-00010345
GRD-00000761,project,57.77,0.47,2022-04-08,ENR-00014717
GRD-00000762,midterm,70.63,0.46,2024-08-29,ENR-00019928
GRD-00000763,homework,61.3,0.33,2025-05-05,ENR-00011244
GRD-00000764,project,81.47,0.42,2023-04-13,ENR-00014754
GRD-00000765,project,59.07,0.1,2025-06-21,ENR-00017075
GRD-00000766,midterm,86.87,0.46,2024-11-11,ENR-00021617
GRD-00000767,final,84.23,0.41,2025-09-29,ENR-00024879
GRD-00000768,quiz,66.2,0.27,2023-06-30,ENR-00017335
GRD-00000769,project,76.28,0.41,2023-12-24,ENR-00019429
GRD-00000770,project,73.33,0.19,2025-10-21,ENR-00015500
GRD-00000771,homework,76.18,0.24,2025-08-02,ENR-00006400
GRD-00000772,homework,70.06,0.27,2023-07-15,ENR-00021920
GRD-00000773,final,85.54,0.19,2025-09-25,ENR-00017048
GRD-00000774,quiz,65.98,0.25,2024-11-05,ENR-00004204
GRD-00000775,homework,64.32,0.25,2025-12-14,ENR-00014746
GRD-00000776,project,70.07,0.26,2025-01-31,ENR-00006601
GRD-00000777,project,69.89,0.42,2024-12-12,ENR-00001892
GRD-00000778,midterm,74.93,0.39,2025-03-19,ENR-00022313
GRD-00000779,quiz,62.98,0.16,2022-04-23,ENR-00004585
GRD-00000780,homework,55.48,0.42,2022-04-14,ENR-00018648
GRD-00000781,homework,79.86,0.34,2025-12-06,ENR-00024386
GRD-00000782,midterm,80.51,0.35,2025-11-28,ENR-00024506
GRD-00000783,homework,74.45,0.26,2022-07-29,ENR-00019838
GRD-00000784,homework,49.53,0.21,2025-08-20,ENR-00019651
GRD-00000785,homework,73.13,0.14,2022-11-13,ENR-00012991
GRD-00000786,quiz,75.03,0.36,2025-04-10,ENR-00014694
GRD-00000787,project,56.24,0.43,2025-11-15,ENR-00005667
GRD-00000788,project,95.09,0.27,2025-01-19,ENR-00011963
GRD-00000789,homework,69.46,0.18,2024-01-29,ENR-00013341
GRD-00000790,homework,69.49,0.37,2022-05-02,ENR-00022095
GRD-00000791,quiz,58.34,0.3,2025-06-11,ENR-00011659
GRD-00000792,quiz,63.14,0.43,2022-10-11,ENR-00019497
GRD-00000793,quiz,72.27,0.24,2025-07-28,ENR-00015215
GRD-00000794,quiz,98.63,0.47,2024-07-25,ENR-00006731
GRD-00000795,project,56.44,0.2,2022-07-10,ENR-00013617
GRD-00000796,midterm,85.42,0.24,2025-10-22,ENR-00015760
GRD-00000797,homework,88.54,0.36,2023-04-24,ENR-00022259
GRD-00000798,homework,66.28,0.12,2025-05-04,ENR-00008087
GRD-00000799,quiz,89.42,0.32,2022-02-21,ENR-00012364
GRD-00000800,midterm,75.89,0.32,2023-03-03,ENR-00002245
GRD-00000801,project,74.78,0.35,2024-04-07,ENR-00022060
GRD-00000802,midterm,76.22,0.16,2022-09-23,ENR-00014990
GRD-00000803,quiz,76.75,0.11,2025-04-01,ENR-00010354
GRD-00000804,final,72.99,0.16,2022-04-12,ENR-00010326
GRD-00000805,midterm,68.24,0.4,2024-08-30,ENR-00005971
GRD-00000806,quiz,77.16,0.45,2023-10-10,ENR-00022195
GRD-00000807,homework,75.28,0.38,2025-12-05,ENR-00006062
GRD-00000808,project,69.58,0.42,2023-02-23,ENR-00011184
GRD-00000809,project,80.04,0.13,2025-07-17,ENR-00015806
GRD-00000810,midterm,57.87,0.11,2024-06-17,ENR-00001272
GRD-00000811,midterm,66.69,0.21,2022-10-28,ENR-00010754
GRD-00000812,final,72.31,0.32,2025-07-26,ENR-00008875
GRD-00000813,homework,85.03,0.2,2023-05-25,ENR-00024946
GRD-00000814,quiz,72.88,0.4,2025-12-15,ENR-00008525
GRD-00000815,midterm,80.92,0.31,2025-09-17,ENR-00013572
GRD-00000816,quiz,56.74,0.43,2024-09-08,ENR-00017729
GRD-00000817,project,54.76,0.46,2022-06-26,ENR-00004576
GRD-00000818,quiz,69.11,0.47,2023-05-09,ENR-00003885
