activity_id,type,subject,occurred_at,contact_id,opportunity_id
ACT-00000340,call,Activity 00000340,2023-01-22 15:44:10,CON-0007587,
ACT-00000341,email,Activity 00000341,2023-03-15 13:31:47,CON-0014779,OPP-0002000
ACT-00000342,meeting,Activity 00000342,2025-12-20 19:04:33,,OPP-0002947
ACT-00000343,meeting,Activity 00000343,2025-03-31 01:04:06,CON-0002204,
ACT-00000344,email,Activity 00000344,2025-04-22 12:13:20,CON-0014609,OPP-0001770
ACT-00000345,email,Activity 00000345,2025-02-09 05:31:56,CON-0002779,OPP-0000850
ACT-00000346,demo,Activity 00000346,2023-05-04 00:32:59,,
ACT-00000347,note,Activity 00000347,2025-05-02 09:04:55,CON-0008624,
ACT-00000348,call,Activity 00000348,2025-06-18 03:05:10,,
ACT-00000349,email,Activity 00000349,2024-05-17 17:36:17,CON-0011350,
ACT-00000350,demo,Activity 00000350,2024-12-17 11:02:08,CON-0007870,OPP-0001552
ACT-00000351,meeting,Activity 00000351,2024-04-13 09:08:52,,
ACT-00000352,email,Activity 00000352,2025-06-26 18:12:26,,
ACT-00000353,call,Activity 00000353,2023-05-29 23:15:33,CON-0011007,
ACT-00000354,call,Activity 00000354,2025-11-21 12:22:30,CON-0000806,
ACT-00000355,email,Activity 00000355,2024-11-26 10:33:14,CON-0013059,
ACT-00000356,call,Activity 00000356,2023-06-14 13:01:01,CON-0006787,OPP-0002828
ACT-00000357,demo,Activity 00000357,2024-05-16 17:40:26,CON-0002115,OPP-0000990
ACT-00000358,email,Activity 00000358,2023-08-04 13:10:45,CON-0013670,
ACT-00000359,meeting,Activity 00000359,2025-01-04 14:21:40,CON-0007075,OPP-0000176
ACT-00000360,meeting,Activity 00000360,2024-06-04 11:32:53,CON-0005504,
ACT-00000361,note,Activity 00000361,2024-03-02 08:07:38,,OPP-0000190
ACT-00000362,meeting,Activity 00000362,2023-05-30 07:22:27,,OPP-0000721
ACT-00000363,note,Activity 00000363,2025-12-17 13:55:13,CON-0011422,OPP-0002396
ACT-00000364,call,Activity 00000364,2024-10-13 00:58:10,CON-0005798,OPP-0000801
ACT-00000365,meeting,Activity 00000365,2023-06-01 18:03:45,,OPP-0001609
ACT-00000366,call,Activity 00000366,2024-02-16 11:29:07,CON-0009062,
ACT-00000367,email,Activity 00000367,2024-08-01 19:59:47,CON-0002095,
ACT-00000368,call,Activity 00000368,2023-03-19 18:12:33,,
ACT-00000369,email,Activity 00000369,2025-07-26 00:59:42,CON-0013658,OPP-0001158
ACT-00000370,demo,Activity 00000370,2023-12-24 12:30:01,CON-0010199,OPP-0002392
ACT-00000371,call,Activity 00000371,2023-01-17 05:18:59,,
ACT-00000372,meeting,Activity 00000372,2023-09-16 08:20:55,CON-0011256,OPP-0002128
ACT-00000373,call,Activity 00000373,2025-06-15 16:33:29,CON-0008810,OPP-0001661
ACT-00000374,note,Activity 00000374,2024-05-07 02:59:45,CON-0004940,
ACT-00000375,demo,Activity 00000375,2025-03-26 23:48:54,CON-0014049,
ACT-00000376,email,Activity 00000376,2025-01-04 07:43:22,CON-0014619,OPP-0002238
ACT-00000377,meeting,Activity 00000377,2025-04-10 07:35:25,,OPP-0001964
ACT-00000378,note,Activity 00000378,2023-11-13 02:38:09,CON-0010062,
ACT-00000379,note,Activity 00000379,2023-11-29 10:20:48,CON-0012985,OPP-0000468
ACT-00000380,email,Activity 00000380,2025-05-01 07:45:44,CON-0000244,
ACT-00000381,note,Activity 00000381,2024-04-24 19:01:43,CON-0012763,OPP-0002962
ACT-00000382,email,Activity 00000382,2023-05-03 13:04:49,CON-0004174,
ACT-00000383,demo,Activity 00000383,2023-06-21 23:56:12,CON-0013991,OPP-0001183
ACT-00000384,email,Activity 00000384,2023-08-09 12:20:50,,OPP-0000456
ACT-00000385,email,Activity 00000385,2023-09-11 12:54:13,,OPP-0000348
ACT-00000386,note,Activity 00000386,2025-05-08 22:16:57,,
ACT-00000387,email,Activity 00000387,2025-08-19 09:48:18,CON-0008492,
ACT-00000388,note,Activity 00000388,2023-02-12 01:05:58,,
ACT-00000389,call,Activity 00000389,2024-03-14 20:48:23,CON-0013466,
ACT-00000390,meeting,Activity 00000390,2024-04-16 08:44:52,CON-0011158,OPP-0002294
ACT-00000391,call,Activity 00000391,2025-04-03 02:28:29,CON-0003201,OPP-0000360
ACT-00000392,email,Activity 00000392,2025-01-08 09:55:58,CON-0002445,
ACT-00000393,meeting,Activity 00000393,2024-02-16 14:24:10,CON-0006343,
ACT-00000394,demo,Activity 00000394,2024-11-24 20:20:43,CON-0000827,OPP-0002077
ACT-00000395,note,Activity 00000395,2025-08-31 06:40:22,CON-0000793,
ACT-00000396,email,Activity 00000396,2023-08-14 01:28:09,CON-0010204,OPP-0002577
ACT-00000397,email,Activity 00000397,2023-09-04 21:24:11,,
ACT-00000398,email,Activity 00000398,2025-10-03 02:30:43,,
ACT-00000399,meeting,Activity 00000399,2025-09-13 04:24:51,CON-0002986,
ACT-00000400,meeting,Activity 00000400,2024-05-28 10:57:05,CON-0011924,OPP-0001979
ACT-00000401,note,Activity 00000401,2025-07-18 13:46:24,CON-0012544,
ACT-00000402,demo,Activity 00000402,2023-12-05 14:33:45,CON-0008601,OPP-0000754
ACT-00000403,email,Activity 00000403,2024-11-11 23:11:38,CON-0005514,
ACT-00000404,email,Activity 00000404,2024-10-14 15:22:23,,
ACT-00000405,call,Activity 00000405,2025-03-02 13:52:57,,
ACT-00000406,meeting,Activity 00000406,2024-10-28 21:04:30,CON-0006102,OPP-0001674
ACT-00000407,meeting,Activity 00000407,2024-11-26 02:59:28,CON-0004491,OPP-0002888
ACT-00000408,meeting,Activity 00000408,2023-08-08 05:48:05,CON-0008668,
ACT-00000409,email,Activity 00000409,2024-01-11 11:02:20,CON-0011026,OPP-0001686
ACT-00000410,email,Activity 00000410,2025-05-16 18:33:56,CON-0012135,OPP-0002162
ACT-00000411,call,Activity 00000411,2023-04-28 01:00:01,CON-0008937,OPP-0001673
ACT-00000412,call,Activity 00000412,2024-12-27 06:21:16,CON-0002117,OPP-0001676
ACT-00000413,call,Activity 00000413,2024-01-16 04:00:39,,OPP-0001272
ACT-00000414,email,Activity 00000414,2023-10-01 05:13:20,CON-0008069,
ACT-00000415,meeting,Activity 00000415,2023-09-03 02:16:33,,OPP-0000941
ACT-00000416,email,Activity 00000416,2024-09-28 20:12:50,CON-0002447,
ACT-00000417,call,Activity 00000417,2025-11-14 20:49:43,CON-0012688,OPP-0000083
ACT-00000418,meeting,Activity 00000418,2024-10-07 10:04:37,CON-0009582,
ACT-00000419,email,Activity 00000419,2023-10-27 16:09:31,,
ACT-00000420,email,Activity 00000420,2025-01-25 05:06:35,,OPP-0002577
ACT-00000421,email,Activity 00000421,2025-09-28 21:25:25,CON-0007207,
ACT-00000422,call,Activity 00000422,2025-05-11 17:17:39,CON-0005603,OPP-0001339
ACT-00000423,note,Activity 00000423,2023-07-03 12:25:19,CON-0011958,
ACT-00000424,call,Activity 00000424,2023-08-01 16:29:24,,
ACT-00000425,email,Activity 00000425,2023-05-26 11:04:33,CON-0011073,OPP-0002095
ACT-00000426,call,Activity 00000426,2025-12-16 14:45:24,CON-0009969,
ACT-00000427,email,Activity 00000427,2025-10-08 12:51:23,CON-0007210,OPP-0001586
ACT-00000428,email,Activity 00000428,2023-06-25 19:07:24,CON-0009720,
ACT-00000429,email,Activity 00000429,2023-12-15 14:24:20,CON-0004390,OPP-0001205
ACT-00000430,meeting,Activity 00000430,2023-06-07 08:27:39,,OPP-0002332
ACT-00000431,call,Activity 00000431,2024-03-28 12:33:46,,
ACT-00000432,call,Activity 00000432,2023-05-30 11:11:54,,
ACT-00000433,call,Activity 00000433,2024-06-16 22:24:28,CON-0011863,OPP-0001562
ACT-00000434,email,Activity 00000434,2025-06-15 05:28:03,CON-0010170,
ACT-00000435,email,Activity 00000435,2023-09-17 03:58:15,CON-0006509,OPP-0002705
ACT-00000436,call,Activity 00000436,2025-12-12 04:05:08,CON-0003792,
ACT-00000437,meeting,Activity 00000437,2025-02-03 02:27:29,CON-0009638,OPP-0001334
ACT-00000438,email,Activity 00000438,2024-07-11 05:22:20,CON-0011226,
ACT-00000439,email,Activity 00000439,2025-08-25 00:18:41,CON-0002639,
ACT-00000440,email,Activity 00000440,2024-06-24 13:42:47,CON-0000009,OPP-0001783
ACT-00000441,email,Activity 00000441,2025-05-07 00:58:50,CON-0002234,OPP-0000341
ACT-00000442,note,Activity 00000442,2025-07-07 07:08:29,CON-0014354,
ACT-00000443,demo,Activity 00000443,2024-05-30 06:24:46,,
ACT-00000444,demo,Activity 00000444,2025-03-31 01:24:53,,
ACT-00000445,demo,Activity 00000445,2023-09-18 22:37:20,CON-0013982,OPP-0000487
ACT-00000446,demo,Activity 00000446,2024-08-28 19:42:00,CON-0012828,OPP-0002429
ACT-00000447,meeting,Activity 00000447,2025-04-01 12:15:02,CON-0010194,OPP-0000845
ACT-00000448,email,Activity 00000448,2023-08-04 09:01:23,CON-0008330,OPP-0001065
ACT-00000449,email,Activity 00000449,2024-06-05 04:40:49,CON-0011898,OPP-0000260
ACT-00000450,email,Activity 00000450,2024-06-22 20:59:23,CON-0011130,
ACT-00000451,meeting,Activity 00000451,2024-12-29 00:03:49,CON-0005978,
ACT-00000452,call,Activity 00000452,2023-01-24 03:22:14,CON-0013855,OPP-0000661
ACT-00000453,call,Activity 00000453,2023-03-12 09:45:37,CON-0014177,
ACT-00000454,email,Activity 00000454,2024-09-19 07:55:31,CON-0008710,
ACT-00000455,call,Activity 00000455,2023-12-11 17:38:10,CON-0009066,
ACT-00000456,meeting,Activity 00000456,2024-01-11 14:05:10,CON-0012187,
ACT-00000457,email,Activity 00000457,2024-10-03 11:02:59,CON-0004781,OPP-0001473
ACT-00000458,demo,Activity 00000458,2024-06-24 01:09:35,CON-0008940,OPP-0000259
ACT-00000459,call,Activity 00000459,2023-02-06 20:28:30,CON-0001900,
ACT-00000460,demo,Activity 00000460,2025-03-14 19:43:48,CON-0011906,OPP-0000023
ACT-00000461,call,Activity 00000461,2025-05-06 05:58:50,,OPP-0000996
ACT-00000462,demo,Activity 00000462,2025-02-19 08:54:17,,
ACT-00000463,demo,Activity 00000463,2025-07-29 12:38:07,CON-0013762,
ACT-00000464,call,Activity 00000464,2024-12-27 02:23:17,CON-0002921,
ACT-00000465,meeting,Activity 00000465,2025-11-14 05:12:21,CON-0001121,OPP-0002110
ACT-00000466,call,Activity 00000466,2025-09-09 06:32:52,CON-0006710,OPP-0002512
ACT-00000467,call,Activity 00000467,2024-07-27 00:24:06,,OPP-0002029
ACT-00000468,meeting,Activity 00000468,2024-04-04 13:39:32,,OPP-0002954
ACT-00000469,email,Activity 00000469,2025-10-08 21:56:38,CON-0001495,OPP-0001625
ACT-00000470,meeting,Activity 00000470,2024-03-03 07:34:41,CON-0005725,OPP-0002062
ACT-00000471,email,Activity 00000471,2025-10-15 07:12:17,CON-0007646,
ACT-00000472,meeting,Activity 00000472,2025-07-03 09:21:44,CON-0011364,
ACT-00000473,demo,Activity 00000473,2023-12-27 17:26:29,CON-0004363,OPP-0002324
ACT-00000474,meeting,Activity 00000474,2024-08-07 10:33:12,CON-0011486,
ACT-00000475,call,Activity 00000475,2024-10-19 22:38:45,CON-0005709,OPP-0002251
ACT-00000476,email,Activity 00000476,2023-05-07 14:09:05,CON-0008741,
ACT-00000477,call,Activity 00000477,2024-09-08 20:37:52,CON-0012259,OPP-0002949
ACT-00000478,note,Activity 00000478,2023-09-15 23:44:49,CON-0006937,
ACT-00000479,email,Activity 00000479,2025-05-26 12:33:32,CON-0014741,
ACT-00000480,call,Activity 00000480,2025-12-05 00:13:54,CON-0014170,OPP-0002738
ACT-00000481,call,Activity 00000481,2024-08-10 23:04:58,CON-0011828,
ACT-00000482,email,Activity 00000482,2024-09-13 06:06:36,CON-0008133,OPP-0002164
ACT-00000483,meeting,Activity 00000483,2023-07-17 13:43:49,CON-0007067,OPP-0002282
ACT-00000484,email,Activity 00000484,2025-01-10 03:51:08,CON-0010496,OPP-0000339
ACT-00000485,call,Activity 00000485,2024-05-07 05:56:28,CON-0006581,
ACT-00000486,call,Activity 00000486,2024-06-29 12:35:30,CON-0006309,OPP-0002159
ACT-00000487,call,Activity 00000487,2025-09-19 19:49:22,CON-0011501,
ACT-00000488,email,Activity 00000488,2024-07-14 04:24:17,CON-0001129,OPP-0000052
ACT-00000489,call,Activity 00000489,2024-10-13 06:19:42,CON-0002335,
ACT-00000490,note,Activity 00000490,2025-12-14 21:55:45,CON-0013377,
ACT-00000491,email,Activity 00000491,2023-07-15 19:21:58,CON-0005889,OPP-0002201
ACT-00000492,email,Activity 00000492,2023-07-06 14:17:23,,OPP-0001664
ACT-00000493,meeting,Activity 00000493,2023-07-29 23:29:35,,OPP-0000726
ACT-00000494,email,Activity 00000494,2023-01-16 07:35:42,,
ACT-00000495,call,Activity 00000495,2023-08-23 00:30:06,,OPP-0000548
ACT-00000496,meeting,Activity 00000496,2025-02-26 05:05:43,CON-0005495,OPP-0000875
ACT-00000497,meeting,Activity 00000497,2025-01-16 13:11:21,CON-0013734,OPP-0002713
ACT-00000498,call,Activity 00000498,2023-10-24 05:33:27,CON-0008695,
ACT-00000499,email,Activity 00000499,2024-01-17 00:08:42,CON-0006945,
ACT-00000500,demo,Activity 00000500,2024-10-17 01:40:51,CON-0004661,OPP-0000112
ACT-00000501,note,Activity 00000501,2024-09-05 08:23:49,CON-0009018,OPP-0000623
ACT-00000502,meeting,Activity 00000502,2023-04-29 08:19:48,CON-0005080,OPP-0001741
ACT-00000503,demo,Activity 00000503,2025-09-02 02:13:38,CON-0000671,OPP-0000630
ACT-00000504,call,Activity 00000504,2025-01-10 09:47:30,,OPP-0002527
ACT-00000505,meeting,Activity 00000505,2024-01-25 06:26:21,CON-0011545,OPP-0000469
ACT-00000506,meeting,Activity 00000506,2025-04-23 07:23:09,,OPP-0000417
ACT-00000507,call,Activity 00000507,2023-10-03 12:59:27,CON-0011601,
ACT-00000508,email,Activity 00000508,2025-02-28 15:28:02,CON-0003989,OPP-0002388
ACT-00000509,meeting,Activity 00000509,2025-05-10 06:58:23,,
ACT-00000510,demo,Activity 00000510,2025-12-17 14:16:10,CON-0008879,
ACT-00000511,call,Activity 00000511,2025-02-14 21:33:32,,
ACT-00000512,meeting,Activity 00000512,2023-10-18 05:55:24,CON-0004064,OPP-0002208
ACT-00000513,note,Activity 00000513,2024-01-25 02:07:23,CON-0010915,
ACT-00000514,demo,Activity 00000514,2023-12-11 22:46:17,CON-0009514,OPP-0002658
ACT-00000515,call,Activity 00000515,2024-12-22 08:08:31,CON-0013502,OPP-0001803
ACT-00000516,meeting,Activity 00000516,2024-04-20 23:16:09,CON-0007272,
ACT-00000517,call,Activity 00000517,2023-08-16 13:19:10,CON-0004380,OPP-0002580
ACT-00000518,call,Activity 00000518,2023-09-04 06:40:44,,
ACT-00000519,email,Activity 00000519,2025-10-07 14:02:35,CON-0011892,OPP-0002388
ACT-00000520,email,Activity 00000520,2025-07-30 19:41:48,CON-0014612,OPP-0002542
ACT-00000521,email,Activity 00000521,2024-03-19 06:22:07,,
ACT-00000522,note,Activity 00000522,2025-12-10 07:17:12,CON-0003246,
ACT-00000523,call,Activity 00000523,2023-03-07 17:20:14,CON-0011103,
ACT-00000524,meeting,Activity 00000524,2025-02-08 08:37:42,CON-0001241,OPP-0000008
ACT-00000525,email,Activity 00000525,2025-05-16 06:29:12,,
ACT-00000526,demo,Activity 00000526,2024-12-15 03:21:33,,
ACT-00000527,call,Activity 00000527,2025-04-24 11:12:13,,
ACT-00000528,email,Activity 00000528,2023-08-04 20:01:50,CON-0000412,OPP-0000774
ACT-00000529,email,Activity 00000529,2023-04-12 12:50:16,,
ACT-00000530,email,Activity 00000530,2025-05-29 10:15:14,,
ACT-00000531,demo,Activity 00000531,2023-03-25 02:22:46,CON-0002058,
ACT-00000532,call,Activity 00000532,2023-08-16 13:01:22,CON-0001474,OPP-0000678
ACT-00000533,demo,Activity 00000533,2023-11-30 05:24:18,,OPP-0000409
ACT-00000534,note,Activity 00000534,2024-08-09 04:32:31,CON-0000305,OPP-0000437
ACT-00000535,meeting,Activity 00000535,2023-09-07 16:02:46,CON-0000651,
ACT-00000536,email,Activity 00000536,2023-09-10 02:27:24,CON-0010103,OPP-0000736
ACT-00000537,call,Activity 00000537,2024-10-10 14:00:40,CON-0010054,OPP-0002390
ACT-00000538,demo,Activity 00000538,2024-04-09 06:45:17,CON-0014169,
ACT-00000539,call,Activity 00000539,2023-10-06 18:54:10,CON-0002832,OPP-0001611
ACT-00000540,email,Activity 00000540,2024-09-16 14:54:50,CON-0003809,
ACT-00000541,meeting,Activity 00000541,2025-08-27 03:13:01,CON-0013459,OPP-0000160
ACT-00000542,email,Activity 00000542,2025-01-04 22:07:45,,OPP-0002088
ACT-00000543,call,Activity 00000543,2025-03-03 19:18:26,,
ACT-00000544,call,Activity 00000544,2024-02-05 06:30:22,,
ACT-00000545,call,Activity 00000545,2023-01-17 10:38:48,CON-0003377,
ACT-00000546,note,Activity 00000546,2023-04-30 06:05:22,CON-0009232,OPP-0001003
ACT-00000547,meeting,Activity 00000547,2023-01-06 22:06:47,,
ACT-00000548,call,Activity 00000548,2023-05-20 06:09:31,CON-0004372,
ACT-00000549,call,Activity 00000549,2023-11-25 04:38:17,CON-0011196,
ACT-00000550,call,Activity 00000550,2023-09-18 17:57:41,,
ACT-00000551,note,Activity 00000551,2024-05-24 14:28:17,,OPP-0001830
ACT-00000552,demo,Activity 00000552,2025-10-22 06:03:28,CON-0002783,OPP-0000163
ACT-00000553,note,Activity 00000553,2024-05-08 11:48:27,,
ACT-00000554,note,Activity 00000554,2025-04-24 19:20:56,CON-0012533,OPP-0002726
ACT-00000555,call,Activity 00000555,2023-01-10 14:29:54,CON-0010677,OPP-0000667
ACT-00000556,email,Activity 00000556,2023-04-03 20:03:38,CON-0014535,
ACT-00000557,meeting,Activity 00000557,2025-07-09 11:42:57,CON-0001840,
ACT-00000558,email,Activity 00000558,2023-03-09 17:32:02,,
ACT-00000559,call,Activity 00000559,2024-02-24 20:54:09,,OPP-0001306
ACT-00000560,call,Activity 00000560,2023-03-29 16:03:48,CON-0000425,
ACT-00000561,email,Activity 00000561,2023-03-01 17:35:16,,
ACT-00000562,call,Activity 00000562,2023-12-14 04:20:57,CON-0001763,
ACT-00000563,email,Activity 00000563,2024-11-19 15:43:32,CON-0006192,OPP-0000211
ACT-00000564,email,Activity 00000564,2025-08-09 21:40:32,CON-0003296,OPP-0000519
ACT-00000565,meeting,Activity 00000565,2023-07-05 06:18:31,CON-0010088,OPP-0000274
ACT-00000566,note,Activity 00000566,2025-03-11 17:31:11,,OPP-0001576
ACT-00000567,call,Activity 00000567,2025-04-03 04:00:59,CON-0011495,OPP-0001369
ACT-00000568,call,Activity 00000568,2023-08-07 19:45:22,CON-0007305,
ACT-00000569,email,Activity 00000569,2023-06-15 17:34:53,,
ACT-00000570,email,Activity 00000570,2023-03-13 10:18:19,CON-0007959,OPP-0001317
ACT-00000571,call,Activity 00000571,2025-06-03 08:40:26,CON-0005796,OPP-0002172
ACT-00000572,demo,Activity 00000572,2023-02-18 02:01:30,,
ACT-00000573,note,Activity 00000573,2025-08-20 09:59:36,,OPP-0002625
ACT-00000574,email,Activity 00000574,2025-11-05 06:26:33,,
ACT-00000575,meeting,Activity 00000575,2025-06-07 20:14:42,CON-0008391,OPP-0001327
ACT-00000576,call,Activity 00000576,2023-08-31 03:27:01,CON-0014511,
ACT-00000577,meeting,Activity 00000577,2024-05-23 23:27:35,CON-0009170,OPP-0000148
ACT-00000578,call,Activity 00000578,2025-10-16 04:46:40,,OPP-0001294
ACT-00000579,demo,Activity 00000579,2024-05-15 06:13:53,,
ACT-00000580,meeting,Activity 00000580,2025-10-18 11:34:57,CON-0012563,
ACT-00000581,note,Activity 00000581,2024-09-22 16:58:32,CON-0001021,OPP-0000301
ACT-00000582,call,Activity 00000582,2025-08-30 21:29:40,,OPP-0000424
ACT-00000583,call,Activity 00000583,2024-11-16 08:34:43,CON-0004210,
ACT-00000584,demo,Activity 00000584,2024-02-09 22:35:28,,
ACT-00000585,note,Activity 00000585,2024-01-17 21:54:15,CON-0006163,
ACT-00000586,email,Activity 00000586,2023-12-21 10:37:03,CON-0004731,OPP-0001131
ACT-00000587,email,Activity 00000587,2025-07-21 09:07:25,CON-0010212,
ACT-00000588,email,Activity 00000588,2024-01-13 11:21:36,,OPP-0002581
ACT-00000589,meeting,Activity 00000589,2025-12-29 06:37:16,CON-0008135,OPP-0000228
ACT-00000590,email,Activity 00000590,2024-08-16 14:49:27,CON-0003789,OPP-0002833
ACT-00000591,call,Activity 00000591,2023-09-08 05:20:15,CON-0007970,OPP-0002311
ACT-00000592,meeting,Activity 00000592,2025-03-18 12:21:04,,
ACT-00000593,email,Activity 00000593,2025-01-01 04:29:22,,
ACT-00000594,demo,Activity 00000594,2024-03-05 19:51:28,CON-0000211,
ACT-00000595,email,Activity 00000595,2025-06-15 11:41:24,,OPP-0001229
ACT-00000596,meeting,Activity 00000596,2024-02-29 11:01:35,CON-0009498,
ACT-00000597,demo,Activity 00000597,2024-07-29 18:42:16,CON-0006889,
ACT-00000598,note,Activity 00000598,2025-07-08 03:55:07,CON-0003614,OPP-0002040
ACT-00000599,email,Activity 00000599,2025-04-11 18:58:22,,OPP-0002185
ACT-00000600,meeting,Activity 00000600,2024-03-18 02:17:29,CON-0012396,
ACT-00000601,email,Activity 00000601,2025-12-21 07:46:38,CON-0002763,
ACT-00000602,email,Activity 00000602,2024-04-08 01:59:30,CON-0002389,OPP-0002839
ACT-00000603,email,Activity 00000603,2023-01-09 02:12:31,CON-0004348,
ACT-00000604,note,Activity 00000604,2023-01-30 10:53:16,CON-0006097,
ACT-00000605,meeting,Activity 00000605,2023-03-17 08:00:40,,OPP-0000469
ACT-00000606,meeting,Activity 00000606,2024-06-24 14:08:25,CON-0006688,OPP-0000100
ACT-00000607,meeting,Activity 00000607,2025-08-30 05:42:35,CON-0014787,
ACT-00000608,demo,Activity 00000608,2024-03-05 02:25:43,,OPP-0000038
ACT-00000609,email,Activity 00000609,2025-06-03 05:11:30,CON-0012563,
ACT-00000610,call,Activity 00000610,2023-03-28 04:22:15,CON-0004464,
ACT-00000611,demo,Activity 00000611,2024-09-18 11:23:07,CON-0011087,OPP-0002774
ACT-00000612,email,Activity 00000612,2024-01-24 19:36:03,CON-0012889,OPP-0001987
ACT-00000613,email,Activity 00000613,2024-12-30 03:51:29,CON-0003711,
ACT-00000614,demo,Activity 00000614,2025-08-09 20:07:43,CON-0013650,
ACT-00000615,meeting,Activity 00000615,2025-08-12 15:33:09,,
ACT-00000616,call,Activity 00000616,2024-06-09 20:00:18,CON-0012996,OPP-0002383
ACT-00000617,note,Activity 00000617,2025-08-20 14:24:12,CON-0004931,OPP-0002050
ACT-00000618,meeting,Activity 00000618,2023-06-08 18:16:16,CON-0004951,OPP-0001736
ACT-00000619,note,Activity 00000619,2025-02-03 17:44:05,CON-0007368,OPP-0000108
ACT-00000620,call,Activity 00000620,2023-11-02 02:13:12,CON-0007652,OPP-0000499
ACT-00000621,meeting,Activity 00000621,2023-08-30 21:18:49,CON-0000003,
ACT-00000622,meeting,Activity 00000622,2024-02-22 02:51:54,CON-0004489,
