opportunity_id,contact_id,role
OPP-0000932,CON-0007567,end_user
OPP-0000541,CON-0009052,influencer
OPP-0002566,CON-0012106,financial
OPP-0000433,CON-0005329,financial
OPP-0000352,CON-0006220,technical
OPP-0002466,CON-0001566,financial
OPP-0000868,CON-0012418,influencer
OPP-0000770,CON-0008099,financial
OPP-0001076,CON-0003533,decision_maker
OPP-0001104,CON-0000939,influencer
OPP-0002717,CON-0002331,technical
OPP-0000266,CON-0013030,financial
OPP-0001144,CON-0003281,technical
OPP-0001804,CON-0008049,influencer
OPP-0002884,CON-0012508,technical
OPP-0000627,CON-0006390,financial
OPP-0002123,CON-0001571,decision_maker
OPP-0000431,CON-0007293,end_user
OPP-0002659,CON-0000628,technical
OPP-0002156,CON-0012854,technical
OPP-0000393,CON-0008328,technical
OPP-0000223,CON-0002616,influencer
OPP-0001877,CON-0006822,technical
OPP-0002650,CON-0010906,decision_maker
OPP-0002523,CON-0008805,technical
OPP-0002262,CON-0001614,end_user
OPP-0000056,CON-0009745,financial
OPP-0000441,CON-0006976,financial
OPP-0002380,CON-0001658,end_user
OPP-0000803,CON-0004911,financial
OPP-0002400,CON-0003642,technical
OPP-0000204,CON-0014753,technical
OPP-0001234,CON-0000505,influencer
OPP-0002212,CON-0007528,decision_maker
OPP-0001845,CON-0013965,technical
OPP-0001637,CON-0004070,influencer
OPP-0001510,CON-0002704,technical
OPP-0002397,CON-0005202,influencer
OPP-0002739,CON-0013039,financial
OPP-0002536,CON-0009840,end_user
OPP-0001152,CON-0003094,end_user
OPP-0000888,CON-0001390,decision_maker
OPP-0000144,CON-0011020,decision_maker
OPP-0000135,CON-0014829,end_user
OPP-0002149,CON-0010176,financial
OPP-0001636,CON-0012208,end_user
OPP-0000381,CON-0012344,technical
OPP-0002099,CON-0008317,decision_maker
OPP-0002794,CON-0010403,technical
OPP-0002847,CON-0012374,end_user
OPP-0002764,CON-0005581,end_user
OPP-0001234,CON-0002900,decision_maker
OPP-0000601,CON-0001073,influencer
OPP-0000582,CON-0000003,influencer
OPP-0001898,CON-0007150,technical
OPP-0002555,CON-0006865,end_user
OPP-0000217,CON-0003970,financial
OPP-0001333,CON-0001628,end_user
OPP-0002022,CON-0007573,end_user
OPP-0002245,CON-0003228,technical
OPP-0000491,CON-0008045,financial
OPP-0000859,CON-0014949,financial
OPP-0002255,CON-0005486,end_user
OPP-0001701,CON-0013539,end_user
OPP-0001944,CON-0010344,decision_maker
OPP-0000898,CON-0012871,decision_maker
OPP-0001020,CON-0000936,financial
OPP-0002228,CON-0011686,technical
OPP-0001156,CON-0001766,influencer
OPP-0001416,CON-0009284,decision_maker
OPP-0001899,CON-0002703,influencer
OPP-0000175,CON-0007052,end_user
OPP-0001104,CON-0001852,financial
OPP-0000116,CON-0011330,influencer
OPP-0001399,CON-0007159,end_user
OPP-0002090,CON-0011669,financial
OPP-0002930,CON-0002291,end_user
OPP-0001552,CON-0004626,influencer
OPP-0002280,CON-0009635,decision_maker
OPP-0002652,CON-0001240,influencer
OPP-0001307,CON-0005018,decision_maker
OPP-0002501,CON-0013972,technical
OPP-0001152,CON-0006487,end_user
OPP-0001939,CON-0002636,financial
OPP-0002438,CON-0010664,end_user
OPP-0000449,CON-0008046,financial
OPP-0000606,CON-0000798,technical
OPP-0000353,CON-0013988,influencer
OPP-0002782,CON-0009764,influencer
OPP-0001839,CON-0012414,influencer
OPP-0002951,CON-0012834,financial
OPP-0002641,CON-0008720,technical
OPP-0000231,CON-0014808,end_user
OPP-0001866,CON-0005092,influencer
OPP-0002074,CON-0011504,decision_maker
OPP-0001389,CON-0009993,financial
OPP-0001992,CON-0000012,technical
OPP-0000019,CON-0009923,end_user
OPP-0000534,CON-0012326,end_user
OPP-0002879,CON-0012150,decision_maker
OPP-0002682,CON-0002777,decision_maker
OPP-0002010,CON-0012561,end_user
OPP-0000145,CON-0002235,financial
OPP-0002289,CON-0003610,end_user
OPP-0000225,CON-0002158,influencer
OPP-0001669,CON-0007428,financial
OPP-0000062,CON-0012830,financial
OPP-0000260,CON-0007525,decision_maker
OPP-0000466,CON-0009299,decision_maker
OPP-0002378,CON-0013663,financial
OPP-0001524,CON-0000189,influencer
OPP-0001317,CON-0002158,technical
OPP-0002750,CON-0004612,financial
OPP-0001060,CON-0011999,financial
OPP-0000749,CON-0006240,end_user
OPP-0001282,CON-0003750,financial
OPP-0000902,CON-0013103,influencer
OPP-0000444,CON-0006089,decision_maker
OPP-0001789,CON-0001969,technical
OPP-0000710,CON-0008029,technical
OPP-0000501,CON-0001501,financial
OPP-0000544,CON-0003661,technical
OPP-0000951,CON-0001217,decision_maker
OPP-0001872,CON-0003625,technical
OPP-0002917,CON-0011121,influencer
OPP-0001174,CON-0010725,end_user
OPP-0001646,CON-0003796,end_user
OPP-0001328,CON-0011627,technical
OPP-0002288,CON-0003362,influencer
OPP-0000072,CON-0008887,technical
OPP-0002870,CON-0005670,influencer
OPP-0001224,CON-0011203,influencer
OPP-0001660,CON-0008722,financial
OPP-0001551,CON-0003038,influencer
OPP-0001632,CON-0004146,technical
OPP-0001055,CON-0005902,decision_maker
OPP-0001463,CON-0013778,influencer
OPP-0001120,CON-0010964,influencer
OPP-0002439,CON-0000406,decision_maker
OPP-0002749,CON-0014928,influencer
OPP-0001690,CON-0003412,technical
OPP-0002156,CON-0009058,influencer
OPP-0001045,CON-0012823,financial
OPP-0002932,CON-0009405,end_user
OPP-0001028,CON-0002257,decision_maker
OPP-0002896,CON-0011508,financial
OPP-0001641,CON-0008483,end_user
OPP-0000203,CON-0010332,end_user
OPP-0001695,CON-0000127,influencer
OPP-0001817,CON-0001450,technical
OPP-0000593,CON-0011408,influencer
OPP-0002040,CON-0004187,influencer
OPP-0000235,CON-0014234,influencer
OPP-0000704,CON-0011341,financial
OPP-0002850,CON-0001162,financial
OPP-0001105,CON-0008424,decision_maker
OPP-0000227,CON-0011079,financial
OPP-0000104,CON-0010337,technical
OPP-0002306,CON-0011395,technical
OPP-0002353,CON-0006951,influencer
OPP-0000871,CON-0011463,financial
OPP-0000363,CON-0002727,decision_maker
OPP-0000864,CON-0008454,technical
OPP-0001351,CON-0008446,influencer
OPP-0001403,CON-0007107,influencer
OPP-0002980,CON-0012250,financial
OPP-0000236,CON-0004881,technical
OPP-0002368,CON-0005879,decision_maker
OPP-0001210,CON-0013485,influencer
OPP-0001413,CON-0009219,decision_maker
OPP-0002817,CON-0013344,decision_maker
OPP-0001194,CON-0002741,technical
OPP-0001943,CON-0004126,technical
OPP-0002239,CON-0012961,end_user
OPP-0001664,CON-0004532,influencer
OPP-0002652,CON-0002368,end_user
OPP-0001845,CON-0007326,technical
OPP-0000374,CON-0000859,financial
OPP-0000700,CON-0006414,end_user
OPP-0001340,CON-0011460,influencer
OPP-0000902,CON-0006428,financial
OPP-0002803,CON-0014663,financial
OPP-0002089,CON-0008731,influencer
OPP-0000796,CON-0006950,end_user
OPP-0002471,CON-0007982,end_user
OPP-0000928,CON-0003184,technical
OPP-0001249,CON-0011287,influencer
OPP-0002132,CON-0007409,financial
OPP-0002787,CON-0012167,decision_maker
OPP-0000334,CON-0002109,influencer
OPP-0000204,CON-0001238,decision_maker
OPP-0001747,CON-0009545,end_user
OPP-0002496,CON-0011540,end_user
OPP-0002203,CON-0003155,decision_maker
OPP-0002701,CON-0002311,financial
OPP-0000843,CON-0009049,technical
OPP-0001623,CON-0011634,decision_maker
OPP-0001815,CON-0004785,influencer
OPP-0000798,CON-0004387,technical
OPP-0001844,CON-0014395,decision_maker
OPP-0001392,CON-0013924,financial
OPP-0001655,CON-0005052,financial
OPP-0002945,CON-0006849,decision_maker
OPP-0000457,CON-0014140,technical
OPP-0000084,CON-0009471,technical
OPP-0000393,CON-0006411,decision_maker
OPP-0001819,CON-0006860,technical
OPP-0002919,CON-0004382,financial
OPP-0001109,CON-0013665,influencer
OPP-0002206,CON-0007469,influencer
OPP-0000443,CON-0009046,end_user
OPP-0001793,CON-0009250,influencer
OPP-0002256,CON-0003062,decision_maker
OPP-0000241,CON-0005435,end_user
OPP-0001446,CON-0005034,end_user
OPP-0000755,CON-0005173,financial
OPP-0000784,CON-0006443,decision_maker
OPP-0002339,CON-0012451,decision_maker
OPP-0002042,CON-0013459,end_user
OPP-0000647,CON-0012804,decision_maker
OPP-0001950,CON-0014514,financial
OPP-0000892,CON-0011001,decision_maker
OPP-0000872,CON-0003937,financial
OPP-0000501,CON-0004641,technical
OPP-0001457,CON-0010841,financial
OPP-0001374,CON-0013723,influencer
OPP-0000712,CON-0004117,technical
OPP-0001870,CON-0005758,decision_maker
OPP-0001450,CON-0011655,technical
OPP-0000069,CON-0004550,decision_maker
OPP-0000939,CON-0014410,influencer
OPP-0000101,CON-0005403,end_user
OPP-0002556,CON-0003233,financial
OPP-0002744,CON-0005194,financial
OPP-0001526,CON-0012279,technical
OPP-0002358,CON-0003229,influencer
OPP-0000201,CON-0009940,financial
OPP-0000217,CON-0006590,end_user
OPP-0000182,CON-0005000,influencer
OPP-0000877,CON-0008970,technical
OPP-0000303,CON-0013391,decision_maker
OPP-0000010,CON-0012183,end_user
OPP-0000617,CON-0013963,technical
OPP-0001405,CON-0014632,influencer
OPP-0001028,CON-0005900,decision_maker
OPP-0001258,CON-0007690,end_user
OPP-0000022,CON-0008016,technical
OPP-0000637,CON-0010630,influencer
OPP-0000513,CON-0000051,financial
OPP-0000689,CON-0001171,financial
OPP-0000952,CON-0001347,influencer
OPP-0001516,CON-0009174,end_user
OPP-0001187,CON-0007887,financial
OPP-0002674,CON-0006275,technical
OPP-0002334,CON-0007435,end_user
OPP-0002643,CON-0011797,decision_maker
OPP-0001825,CON-0006393,technical
OPP-0001944,CON-0014630,decision_maker
OPP-0000477,CON-0000146,influencer
OPP-0001576,CON-0014101,financial
OPP-0000838,CON-0000452,decision_maker
OPP-0000177,CON-0011263,financial
OPP-0001264,CON-0011309,technical
OPP-0002042,CON-0009890,financial
OPP-0000762,CON-0001772,decision_maker
OPP-0000631,CON-0013620,financial
OPP-0002181,CON-0000078,influencer
OPP-0001730,CON-0009147,technical
OPP-0001961,CON-0013902,decision_maker
OPP-0000386,CON-0006138,decision_maker
OPP-0002011,CON-0008868,end_user
OPP-0002946,CON-0014162,end_user
OPP-0000452,CON-0004890,technical
OPP-0001352,CON-0001708,influencer
OPP-0000919,CON-0007120,decision_maker
OPP-0002916,CON-0013222,financial
OPP-0001956,CON-0012797,influencer
OPP-0001430,CON-0005956,end_user
OPP-0001788,CON-0001981,influencer
OPP-0002523,CON-0010460,decision_maker
OPP-0001012,CON-0003246,technical
OPP-0000222,CON-0014208,decision_maker
OPP-0001862,CON-0007002,end_user
OPP-0000105,CON-0012049,financial
OPP-0000490,CON-0008617,end_user
OPP-0002311,CON-0007578,end_user
OPP-0002665,CON-0001190,influencer
OPP-0002949,CON-0013322,technical
OPP-0000803,CON-0013715,end_user
OPP-0002199,CON-0009230,technical
OPP-0002933,CON-0006945,technical
OPP-0001926,CON-0002077,financial
OPP-0002667,CON-0012305,technical
OPP-0002643,CON-0003383,technical
OPP-0002842,CON-0012458,financial
OPP-0001061,CON-0005631,decision_maker
OPP-0001007,CON-0012931,decision_maker
OPP-0002939,CON-0006211,influencer
OPP-0001452,CON-0003775,decision_maker
OPP-0000456,CON-0005178,end_user
OPP-0000243,CON-0000517,technical
OPP-0002935,CON-0003935,financial
OPP-0000038,CON-0002792,influencer
OPP-0001738,CON-0004505,decision_maker
OPP-0000073,CON-0014819,influencer
OPP-0001689,CON-0001304,financial
OPP-0000113,CON-0005576,end_user
OPP-0002805,CON-0001184,decision_maker
OPP-0001793,CON-0005619,influencer
OPP-0002387,CON-0000031,financial
OPP-0001121,CON-0011139,end_user
OPP-0001853,CON-0012587,financial
OPP-0002456,CON-0007492,financial
OPP-0002743,CON-0005779,end_user
OPP-0001178,CON-0008394,decision_maker
OPP-0001007,CON-0009671,financial
OPP-0000829,CON-0012291,influencer
OPP-0002050,CON-0005391,influencer
OPP-0001103,CON-0013591,end_user
OPP-0000228,CON-0010895,end_user
OPP-0002958,CON-0001846,technical
OPP-0000680,CON-0002708,influencer
OPP-0002659,CON-0004859,financial
OPP-0002518,CON-0012749,decision_maker
OPP-0002649,CON-0012185,financial
OPP-0000694,CON-0007376,financial
OPP-0001672,CON-0006161,financial
OPP-0002105,CON-0000572,end_user
OPP-0001760,CON-0012784,decision_maker
OPP-0000537,CON-0006427,influencer
OPP-0002550,CON-0006902,financial
OPP-0002071,CON-0012662,technical
OPP-0002409,CON-0014154,financial
OPP-0000992,CON-0008214,financial
OPP-0001908,CON-0010479,financial
OPP-0001415,CON-0000694,decision_maker
OPP-0001839,CON-0010141,influencer
OPP-0000028,CON-0014135,end_user
OPP-0001016,CON-0008353,financial
OPP-0002749,CON-0011769,end_user
OPP-0000386,CON-0011578,end_user
OPP-0001968,CON-0011450,end_user
OPP-0000679,CON-0006487,financial
OPP-0000171,CON-0010837,influencer
OPP-0001891,CON-0004033,financial
OPP-0002329,CON-0001131,decision_maker
OPP-0002330,CON-0010874,influencer
OPP-0002887,CON-0003531,technical
OPP-0002642,CON-0004267,end_user
OPP-0001123,CON-0003569,financial
OPP-0002968,CON-0006624,end_user
OPP-0001708,CON-0005746,influencer
OPP-0002284,CON-0008687,financial
OPP-0001511,CON-0007728,end_user
OPP-0002105,CON-0009237,decision_maker
OPP-0002573,CON-0008729,financial
OPP-0001743,CON-0010475,decision_maker
OPP-0001853,CON-0004216,influencer
OPP-0000922,CON-0008406,influencer
OPP-0002164,CON-0010307,influencer
OPP-0000056,CON-0006949,end_user
OPP-0001738,CON-0014806,financial
OPP-0001094,CON-0004859,influencer
OPP-0001377,CON-0011102,decision_maker
OPP-0002128,CON-0006598,financial
OPP-0002255,CON-0010601,influencer
OPP-0000298,CON-0006559,influencer
OPP-0002479,CON-0008079,decision_maker
OPP-0000944,CON-0005095,influencer
OPP-0000460,CON-0001916,influencer
OPP-0002398,CON-0000788,influencer
OPP-0002539,CON-0008165,decision_maker
OPP-0000381,CON-0008741,decision_maker
OPP-0001423,CON-0011569,end_user
OPP-0002239,CON-0008577,technical
OPP-0002071,CON-0007718,decision_maker
OPP-0002677,CON-0001260,end_user
OPP-0000325,CON-0011806,financial
OPP-0002151,CON-0004152,influencer
OPP-0000546,CON-0004443,financial
OPP-0000588,CON-0001605,financial
OPP-0002791,CON-0007670,end_user
OPP-0001594,CON-0009308,end_user
OPP-0002158,CON-0005924,influencer
OPP-0000201,CON-0002641,financial
OPP-0000924,CON-0011903,decision_maker
OPP-0001101,CON-0003217,financial
OPP-0000463,CON-0014529,decision_maker
OPP-0002293,CON-0006959,technical
OPP-0000272,CON-0011322,influencer
OPP-0002636,CON-0005560,financial
OPP-0001875,CON-0013738,influencer
OPP-0001981,CON-0011165,decision_maker
OPP-0000191,CON-0014996,end_user
OPP-0002614,CON-0002447,end_user
OPP-0000912,CON-0005700,influencer
OPP-0001252,CON-0014090,influencer
OPP-0000551,CON-0003381,financial
OPP-0002793,CON-0011032,technical
OPP-0002562,CON-0009142,decision_maker
OPP-0001929,CON-0014694,technical
OPP-0001301,CON-0001893,financial
OPP-0000332,CON-0008315,end_user
OPP-0000037,CON-0000554,end_user
OPP-0000654,CON-0014192,decision_maker
OPP-0001021,CON-0001591,decision_maker
OPP-0001970,CON-0011189,financial
OPP-0001322,CON-0003725,end_user
OPP-0000721,CON-0013031,financial
OPP-0001398,CON-0010951,end_user
OPP-0000103,CON-0000573,financial
OPP-0000387,CON-0009217,technical
OPP-0002957,CON-0013359,influencer
OPP-0002074,CON-0012438,technical
OPP-0001312,CON-0010107,financial
OPP-0002383,CON-0012980,technical
OPP-0000412,CON-0005031,financial
OPP-0001785,CON-0010432,end_user
OPP-0000364,CON-0007301,end_user
OPP-0001961,CON-0010898,technical
OPP-0000267,CON-0011425,decision_maker
OPP-0001041,CON-0010344,end_user
OPP-0002374,CON-0004881,decision_maker
OPP-0001974,CON-0012326,decision_maker
OPP-0002333,CON-0010676,end_user
OPP-0001116,CON-0005559,financial
OPP-0002039,CON-0002586,financial
OPP-0002405,CON-0006539,end_user
OPP-0002915,CON-0002814,technical
OPP-0001258,CON-0004482,end_user
OPP-0000600,CON-0011474,financial
OPP-0001040,CON-0013674,influencer
OPP-0002623,CON-0006371,influencer
OPP-0000710,CON-0004805,technical
OPP-0001022,CON-0001391,end_user
OPP-0002414,CON-0000042,end_user
OPP-0002738,CON-0010509,financial
OPP-0001777,CON-0012080,influencer
OPP-0002031,CON-0004923,end_user
OPP-0000737,CON-0005028,financial
OPP-0001480,CON-0000670,end_user
OPP-0002754,CON-0001945,decision_maker
OPP-0001027,CON-0001336,influencer
OPP-0001298,CON-0011142,technical
OPP-0001114,CON-0011295,technical
OPP-0000132,CON-0007975,influencer
OPP-0000410,CON-0001969,decision_maker
OPP-0002156,CON-0003083,technical
OPP-0002530,CON-0007285,influencer
OPP-0002289,CON-0001622,technical
OPP-0001798,CON-0008437,influencer
OPP-0001377,CON-0003222,financial
OPP-0000152,CON-0012912,decision_maker
OPP-0002997,CON-0004908,technical
OPP-0000976,CON-0014404,financial
OPP-0001130,CON-0014375,end_user
OPP-0000770,CON-0005828,financial
OPP-0001036,CON-0004163,financial
OPP-0002716,CON-0014876,financial
OPP-0001951,CON-0003456,technical
OPP-0001698,CON-0008088,technical
OPP-0002764,CON-0012026,influencer
OPP-0001197,CON-0011444,influencer
OPP-0002008,CON-0003049,end_user
OPP-0000728,CON-0014831,decision_maker
OPP-0002451,CON-0014301,decision_maker
OPP-0001096,CON-0011949,influencer
OPP-0002188,CON-0012516,financial
OPP-0001422,CON-0009573,technical
OPP-0001194,CON-0006792,technical
OPP-0001036,CON-0012213,decision_maker
OPP-0001123,CON-0009313,influencer
OPP-0002572,CON-0003186,financial
OPP-0001425,CON-0003843,influencer
OPP-0000443,CON-0005720,influencer
OPP-0001425,CON-0010086,end_user
OPP-0000209,CON-0000335,end_user
OPP-0002243,CON-0010779,decision_maker
OPP-0002282,CON-0005547,end_user
OPP-0002403,CON-0012808,technical
OPP-0001812,CON-0000564,decision_maker
OPP-0000692,CON-0006995,influencer
OPP-0000320,CON-0014146,end_user
OPP-0001215,CON-0000665,influencer
OPP-0000514,CON-0000687,end_user
OPP-0002682,CON-0010353,technical
OPP-0001047,CON-0003979,decision_maker
OPP-0002235,CON-0014984,influencer
OPP-0002038,CON-0009924,decision_maker
OPP-0001450,CON-0007831,influencer
OPP-0000798,CON-0007321,financial
OPP-0000639,CON-0013623,decision_maker
OPP-0001456,CON-0002722,decision_maker
OPP-0002897,CON-0001396,technical
OPP-0001878,CON-0004873,decision_maker
OPP-0001845,CON-0007999,decision_maker
OPP-0001479,CON-0002617,decision_maker
OPP-0001399,CON-0002884,end_user
OPP-0001194,CON-0013300,technical
OPP-0000389,CON-0004830,influencer
OPP-0001851,CON-0002963,decision_maker
OPP-0001442,CON-0006220,end_user
OPP-0002783,CON-0011663,financial
OPP-0002275,CON-0008614,technical
OPP-0001135,CON-0005485,end_user
OPP-0001552,CON-0005567,technical
OPP-0001592,CON-0002134,end_user
OPP-0001874,CON-0004636,influencer
OPP-0002268,CON-0008712,decision_maker
OPP-0000425,CON-0013719,technical
OPP-0000555,CON-0001720,end_user
OPP-0001409,CON-0004858,influencer
OPP-0002290,CON-0011420,end_user
OPP-0001089,CON-0007356,technical
OPP-0000305,CON-0003983,financial
OPP-0002330,CON-0005889,influencer
OPP-0000819,CON-0004516,decision_maker
OPP-0001829,CON-0003193,influencer
OPP-0001743,CON-0009954,end_user
OPP-0001987,CON-0009923,decision_maker
OPP-0000875,CON-0013981,decision_maker
OPP-0000522,CON-0008023,decision_maker
OPP-0002525,CON-0004127,end_user
OPP-0002989,CON-0001439,technical
OPP-0002370,CON-0000265,influencer
OPP-0001446,CON-0007603,technical
OPP-0000082,CON-0012145,decision_maker
OPP-0001102,CON-0000851,end_user
OPP-0000899,CON-0004729,decision_maker
OPP-0001997,CON-0013363,decision_maker
OPP-0001316,CON-0009862,end_user
OPP-0002636,CON-0006015,financial
OPP-0000663,CON-0012866,end_user
OPP-0000052,CON-0009692,end_user
OPP-0000681,CON-0007820,decision_maker
OPP-0001457,CON-0007971,financial
OPP-0002753,CON-0013146,end_user
OPP-0000944,CON-0006482,decision_maker
OPP-0000935,CON-0006794,financial
OPP-0000746,CON-0013247,financial
OPP-0001613,CON-0011528,financial
OPP-0001947,CON-0010238,influencer
OPP-0000969,CON-0009184,technical
OPP-0002688,CON-0001324,technical
OPP-0001552,CON-0008287,end_user
OPP-0000405,CON-0004456,influencer
OPP-0001576,CON-0012032,financial
OPP-0001915,CON-0010570,decision_maker
OPP-0002132,CON-0003875,financial
OPP-0002181,CON-0013904,influencer
